target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5161.49	187	2.57968
JGI_V11_PST130_P503541	219	60.5664	88	103.455
JGI_V11_PST130_P498510	1161	976.49	4	0.29167
JGI_V11_PST130_P503165	1641	1456.49	194	9.48405
JGI_V11_PST130_P496996	447	263.295	0	0
JGI_V11_PST130_P502966	2937	2752.49	37	0.95714
JGI_V11_PST130_P498074	2010	1825.49	280	10.9214
JGI_V11_PST130_P501125	3144	2959.49	96	2.30969
JGI_V11_PST130_P503365	279	104.783	0	0
JGI_V11_PST130_P488246	2262	2077.49	0	0
JGI_V11_PST130_P489680	447	263.295	999.226	270.222
JGI_V11_PST130_P491731	702	517.533	22	3.0268
JGI_V11_PST130_P489797	1905	1720.49	214	8.85648
JGI_V11_PST130_P488272	1746	1561.49	787	35.8868
JGI_V11_PST130_P490013	300	122.703	252	146.233
JGI_V11_PST130_P491856	342	161.102	1	0.441975
JGI_V11_PST130_P492558	207	53.219	0	0
JGI_V11_PST130_P502991	510	325.891	44	9.61347
JGI_V11_PST130_P492967	462	278.169	0	0
JGI_V11_PST130_P488313	279	104.783	106	72.0299
JGI_V11_PST130_P491144	432	248.451	0	0
JGI_V11_PST130_P500947	804	619.502	8	0.91949
JGI_V11_PST130_P493370	399	215.974	304	100.224
JGI_V11_PST130_P499615	1506	1321.49	39	2.10136
JGI_V11_PST130_P503304	537	352.804	189	38.1441
JGI_V11_PST130_P494788	231	68.4584	0	0
JGI_V11_PST130_P504103	906	721.49	60	5.92135
JGI_V11_PST130_P495319	2436	2251.49	183	5.78736
JGI_V11_PST130_P497124	294	117.474	0	0
JGI_V11_PST130_P491965	375	192.604	0	0
JGI_V11_PST130_P488308	666	481.56	4078	602.971
JGI_V11_PST130_P491674	2043	1858.49	42	1.60912
JGI_V11_PST130_P494706	576	391.682	0	0
JGI_V11_PST130_P488584	480	296.046	151	36.3176
JGI_V11_PST130_P493395	1491	1306.49	25	1.36249
JGI_V11_PST130_P490089	1782	1597.49	464	20.6814
JGI_V11_PST130_P500912	1266	1081.49	4	0.263352
JGI_V11_PST130_P502633	1185	1000.49	169	12.0275
JGI_V11_PST130_P500952	318	138.86	0	0
JGI_V11_PST130_P488977	648	463.582	20	3.07187
JGI_V11_PST130_P488868	2169	1984.49	122	4.37734
JGI_V11_PST130_P488493	210	54.9648	0	0
JGI_V11_PST130_P487031	843	658.502	0	0
JGI_V11_PST130_P496079	1158	973.49	523	38.2534
JGI_V11_PST130_P491196	333	152.704	0	0
JGI_V11_PST130_P497923	675	490.551	3	0.435448
JGI_V11_PST130_P488821	633	448.59	0	0
JGI_V11_PST130_P489426	870	685.496	155	16.1
JGI_V11_PST130_P496630	747	562.518	1	0.126579
JGI_V11_PST130_P491775	861	676.496	138	14.5249
JGI_V11_PST130_P501425	2817	2632.49	37	1.00077
JGI_V11_PST130_P490238	474	290.081	0	0
JGI_V11_PST130_P490063	393	210.114	175	59.3037
JGI_V11_PST130_P503040	1023	838.49	163	13.8417
JGI_V11_PST130_P493931	288	112.339	0	0
JGI_V11_PST130_P501267	279	104.783	193	131.149
JGI_V11_PST130_P498821	1794	1609.49	0	0
JGI_V11_PST130_P490212	504	319.917	0	0
JGI_V11_PST130_P489902	1302	1117.49	0	0
JGI_V11_PST130_P496900	741	556.523	0	0
JGI_V11_PST130_P494460	1602	1417.49	0	0
JGI_V11_PST130_P487409	459	275.199	0	0
JGI_V11_PST130_P498777	384	201.337	0	0
JGI_V11_PST130_P502392	1503	1318.49	0	0
JGI_V11_PST130_P497532	306	128.014	0	0
JGI_V11_PST130_P487727	654	469.577	213	32.2977
JGI_V11_PST130_P488299	1011	826.49	0	0
JGI_V11_PST130_P491334	240	74.7633	0	0
JGI_V11_PST130_P497313	642	457.59	127	19.7618
JGI_V11_PST130_P489001	1788	1603.49	2	0.0888103
JGI_V11_PST130_P504390	1446	1261.49	0	0
JGI_V11_PST130_P500016	1002	817.49	83	7.22929
JGI_V11_PST130_P493008	1122	937.49	404	30.6842
JGI_V11_PST130_P494101	1206	1021.49	1062	74.027
JGI_V11_PST130_P501742	1038	853.49	47	3.92102
JGI_V11_PST130_P496689	801	616.502	579	66.8719
JGI_V11_PST130_P502088	1269	1084.49	444	29.1512
JGI_V11_PST130_P492731	681	496.547	817	117.155
JGI_V11_PST130_P501567	762	577.513	4284	528.187
JGI_V11_PST130_P504570	1290	1105.49	272	17.5192
JGI_V11_PST130_P487885	1113	928.49	47	3.6043
JGI_V11_PST130_P494206	534	349.817	3	0.610633
JGI_V11_PST130_P501964	639	454.59	32172	5039.16
JGI_V11_PST130_P486792	2010	1825.49	0	0
JGI_V11_PST130_P489455	480	296.046	5	1.20257
JGI_V11_PST130_P494973	1035	850.49	6	0.502322
JGI_V11_PST130_P493976	936	751.49	0	0
JGI_V11_PST130_P502017	276	102.257	3	2.08896
JGI_V11_PST130_P500300	1596	1411.49	577	29.107
JGI_V11_PST130_P494435	477	293.067	0	0
JGI_V11_PST130_P491202	369	186.803	17.1963	6.55469
JGI_V11_PST130_P500412	1203	1018.49	73	5.10347
JGI_V11_PST130_P497467	420	236.608	9	2.7084
JGI_V11_PST130_P503043	831	646.502	0	0
JGI_V11_PST130_P492782	849	664.496	12	1.28584
JGI_V11_PST130_P498610	1911	1726.49	150	6.18624
JGI_V11_PST130_P493455	2637	2452.49	0	0
JGI_V11_PST130_P487534	699	514.538	9	1.24545
JGI_V11_PST130_P498631	264	92.6474	20	15.3708
JGI_V11_PST130_P490339	294	117.474	1	0.60612
JGI_V11_PST130_P496873	840	655.502	4	0.434496
JGI_V11_PST130_P487910	354	172.43	0	0
JGI_V11_PST130_P487503	1722	1537.49	294	13.6155
JGI_V11_PST130_P494070	201	49.7499	15	21.4684
JGI_V11_PST130_P493585	1413	1228.49	42465	2461.27
JGI_V11_PST130_P488392	516	331.873	389	83.4598
JGI_V11_PST130_P498851	870	685.496	3	0.311613
JGI_V11_PST130_P492829	117	18.6208	0	0
JGI_V11_PST130_P493271	777	592.507	0	0
JGI_V11_PST130_P495613	774	589.513	0	0
JGI_V11_PST130_P493484	378	195.538	0	0
JGI_V11_PST130_P495946	4101	3916.49	195	3.54517
JGI_V11_PST130_P497574	2142	1957.49	0	0
JGI_V11_PST130_P491983	657	472.573	5	0.753357
JGI_V11_PST130_P496195	267	95.0379	0	0
JGI_V11_PST130_P504054	1005	820.49	7	0.60747
JGI_V11_PST130_P490755	2886	2701.49	1355	35.7138
JGI_V11_PST130_P501765	1053	868.49	0	0
JGI_V11_PST130_P501061	633	448.59	68	10.7934
JGI_V11_PST130_P489801	1974	1789.49	20	0.795794
JGI_V11_PST130_P497974	1311	1126.49	152	9.60762
JGI_V11_PST130_P488004	204	51.4782	0	0
JGI_V11_PST130_P490864	735	550.528	4	0.517345
JGI_V11_PST130_P492191	372	189.704	211	79.1964
JGI_V11_PST130_P495805	450	266.273	1	0.267407
JGI_V11_PST130_P488337	399	215.974	51	16.8139
JGI_V11_PST130_P490295	375	192.604	3	1.10906
JGI_V11_PST130_P496430	1320	1135.49	0	0
JGI_V11_PST130_P495878	999	814.49	2	0.174841
JGI_V11_PST130_P499320	3465	3280.49	86	1.86663
JGI_V11_PST130_P496905	825	640.502	138	15.3412
JGI_V11_PST130_P492598	741	556.523	28.8069	3.68564
JGI_V11_PST130_P497826	1191	1006.49	159	11.2483
JGI_V11_PST130_P497736	1356	1171.49	0	0
JGI_V11_PST130_P500991	933	748.49	124	11.796
JGI_V11_PST130_P503923	459	275.199	1	0.258733
JGI_V11_PST130_P494286	510	325.891	0	0
JGI_V11_PST130_P490282	213	56.7679	0	0
JGI_V11_PST130_P500155	321	141.598	21	10.5599
JGI_V11_PST130_P499954	180	38.5803	3	5.53675
JGI_V11_PST130_P487501	303	125.343	0	0
JGI_V11_PST130_P490087	708	523.533	0	0
JGI_V11_PST130_P493517	588	403.671	2	0.352778
JGI_V11_PST130_P499482	1473	1288.49	19	1.04996
JGI_V11_PST130_P501790	510	325.891	2471	539.884
JGI_V11_PST130_P490816	1440	1255.49	703	39.8696
JGI_V11_PST130_P495037	294	117.474	0	0
JGI_V11_PST130_P503937	666	481.56	107	15.821
JGI_V11_PST130_P492483	975	790.49	49	4.41367
JGI_V11_PST130_P499995	252	83.4666	7.08507	6.04409
JGI_V11_PST130_P501418	228	66.422	0	0
JGI_V11_PST130_P490694	273	99.8172	0	0
JGI_V11_PST130_P503187	969	784.49	1	0.0907637
JGI_V11_PST130_P488425	1788	1603.49	416	18.4725
JGI_V11_PST130_P488577	1020	835.49	0	0
JGI_V11_PST130_P488373	831	646.502	1	0.110136
JGI_V11_PST130_P493420	528	343.833	435	90.0828
JGI_V11_PST130_P501922	645	460.582	1149	177.629
JGI_V11_PST130_P488108	540	355.798	1	0.200123
JGI_V11_PST130_P498955	1197	1012.49	144	10.1268
JGI_V11_PST130_P494961	324	144.349	0	0
JGI_V11_PST130_P503274	549	364.768	105	20.4961
JGI_V11_PST130_P493657	270	97.4319	0	0
JGI_V11_PST130_P498071	2532	2347.49	216	6.55163
JGI_V11_PST130_P486917	567	382.706	1	0.186052
JGI_V11_PST130_P491112	840	655.502	0	0
JGI_V11_PST130_P488279	639	454.59	0	0
JGI_V11_PST130_P491657	624	439.602	0	0
JGI_V11_PST130_P500174	1905	1720.49	458	18.9545
JGI_V11_PST130_P499216	744	559.523	24	3.05417
JGI_V11_PST130_P492935	492	307.975	10	2.31198
JGI_V11_PST130_P497213	279	104.783	2	1.35905
JGI_V11_PST130_P502799	870	685.496	49	5.08968
JGI_V11_PST130_P497805	1563	1378.49	0	0
JGI_V11_PST130_P503162	276	102.257	30	20.8896
JGI_V11_PST130_P491332	309	130.69	0	0
JGI_V11_PST130_P493716	366	183.912	0	0
JGI_V11_PST130_P503811	753	568.518	0	0
JGI_V11_PST130_P494055	186	41.6774	1	1.70844
JGI_V11_PST130_P494959	222	62.4514	0	0
JGI_V11_PST130_P494283	225	64.4402	15	16.5742
JGI_V11_PST130_P504030	210	54.9648	3079	3988.64
JGI_V11_PST130_P499646	243	76.9233	38	35.1743
JGI_V11_PST130_P490856	831	646.502	111	12.2251
JGI_V11_PST130_P496405	300	122.703	8	4.64231
JGI_V11_PST130_P496568	591	406.667	76	13.3068
JGI_V11_PST130_P502466	3273	3088.49	196	4.51866
JGI_V11_PST130_P487970	2127	1942.49	396	14.5156
JGI_V11_PST130_P501055	351	169.589	18	7.55744
JGI_V11_PST130_P489314	282	107.285	13.1718	8.7419
JGI_V11_PST130_P496994	312	133.397	0	0
JGI_V11_PST130_P503022	3606	3421.49	160	3.32969
JGI_V11_PST130_P488528	666	481.56	5	0.739297
JGI_V11_PST130_P495001	438	254.389	0	0
JGI_V11_PST130_P496402	576	391.682	0	0
JGI_V11_PST130_P490741	954	769.49	56	5.18185
JGI_V11_PST130_P497459	837	652.502	10	1.09123
JGI_V11_PST130_P503353	753	568.518	0	0
JGI_V11_PST130_P495825	405	221.852	53	17.0103
JGI_V11_PST130_P499309	2112	1927.49	139	5.13479
JGI_V11_PST130_P498272	1458	1273.49	389	21.7497
JGI_V11_PST130_P491054	663	478.564	0	0
JGI_V11_PST130_P499174	1221	1036.49	109	7.48792
JGI_V11_PST130_P504617	951	766.49	1145	106.365
JGI_V11_PST130_P504318	1017	832.49	3	0.256591
JGI_V11_PST130_P502332	3492	3307.49	194	4.17641
JGI_V11_PST130_P504051	696	511.538	1	0.139194
JGI_V11_PST130_P495014	477	293.067	9	2.18663
JGI_V11_PST130_P487484	999	814.49	18	1.57357
JGI_V11_PST130_P498299	543	358.781	325	64.499
JGI_V11_PST130_P488763	408	224.803	0	0
JGI_V11_PST130_P486654	744	559.523	87	11.0714
JGI_V11_PST130_P492592	630	445.594	0	0
JGI_V11_PST130_P489391	315	136.117	35	18.3085
JGI_V11_PST130_P494921	1743	1558.49	65	2.96968
JGI_V11_PST130_P503328	1191	1006.49	90	6.36697
JGI_V11_PST130_P491904	393	210.114	1	0.338878
JGI_V11_PST130_P498420	318	138.86	51	26.1512
JGI_V11_PST130_P499685	918	733.49	152	14.7553
JGI_V11_PST130_P502980	321	141.598	0	0
JGI_V11_PST130_P487811	1530	1345.49	6	0.31752
JGI_V11_PST130_P495797	255	85.7352	0	0
JGI_V11_PST130_P489418	228	66.422	5	5.35991
JGI_V11_PST130_P498926	474	290.081	0	0
JGI_V11_PST130_P501384	1050	865.49	7	0.575885
JGI_V11_PST130_P501252	750	565.518	31	3.90315
JGI_V11_PST130_P499166	1830	1645.49	439	18.9963
JGI_V11_PST130_P489573	2040	1855.49	296	11.3588
JGI_V11_PST130_P488418	252	83.4666	366	312.225
JGI_V11_PST130_P492494	1971	1786.49	532	21.2037
JGI_V11_PST130_P494746	621	436.614	1792	292.24
JGI_V11_PST130_P500964	1380	1195.49	0	0
JGI_V11_PST130_P492927	1122	937.49	331	25.1398
JGI_V11_PST130_P492135	213	56.7679	3	3.76286
JGI_V11_PST130_P501183	240	74.7633	0	0
JGI_V11_PST130_P503237	867	682.496	414	43.1917
JGI_V11_PST130_P487564	426	242.507	0	0
JGI_V11_PST130_P499426	2115	1930.49	499	18.4049
JGI_V11_PST130_P494766	2925	2740.49	421	10.9384
JGI_V11_PST130_P500847	1998	1813.49	1423	55.8714
JGI_V11_PST130_P504293	240	74.7633	129	122.857
JGI_V11_PST130_P500395	1968	1783.49	153	6.1083
JGI_V11_PST130_P492350	807	622.502	113	12.9252
JGI_V11_PST130_P500023	1149	964.49	0	0
JGI_V11_PST130_P494506	402	218.913	0	0
JGI_V11_PST130_P491735	372	189.704	0	0
JGI_V11_PST130_P496281	1194	1009.49	260	18.3388
JGI_V11_PST130_P487366	1620	1435.49	361	17.9063
JGI_V11_PST130_P488690	1674	1489.49	241	11.5207
JGI_V11_PST130_P495244	303	125.343	28	15.9059
JGI_V11_PST130_P492500	366	183.912	327	126.601
JGI_V11_PST130_P503928	663	478.564	85	12.6467
JGI_V11_PST130_P495509	1191	1006.49	1	0.0707441
JGI_V11_PST130_P499313	879	694.496	168	17.2242
JGI_V11_PST130_P488488	618	433.614	2	0.328417
JGI_V11_PST130_P490253	903	718.49	66	6.54068
JGI_V11_PST130_P499811	630	445.594	1	0.159794
JGI_V11_PST130_P499821	786	601.502	623	73.7481
JGI_V11_PST130_P499035	723	538.528	126	16.6595
JGI_V11_PST130_P495821	186	41.6774	2	3.41687
JGI_V11_PST130_P498892	1536	1351.49	1286	67.7529
JGI_V11_PST130_P497450	213	56.7679	0	0
JGI_V11_PST130_P502143	579	394.678	0	0
JGI_V11_PST130_P492511	783	598.502	347	41.2823
JGI_V11_PST130_P490080	924	739.49	64	6.16237
JGI_V11_PST130_P497394	699	514.538	21	2.90604
JGI_V11_PST130_P502263	216	58.6794	0	0
JGI_V11_PST130_P490962	405	221.852	0	0
JGI_V11_PST130_P503201	1404	1219.49	832	48.5786
JGI_V11_PST130_P493196	1023	838.49	1	0.0849184
JGI_V11_PST130_P502221	600	415.645	94	16.1029
JGI_V11_PST130_P494323	366	183.912	4	1.54864
JGI_V11_PST130_P498167	1392	1207.49	110	6.48648
JGI_V11_PST130_P486685	777	592.507	97	11.6568
JGI_V11_PST130_P492358	663	478.564	0	0
JGI_V11_PST130_P496149	468	284.13	1	0.250601
JGI_V11_PST130_P487573	624	439.602	107	17.331
JGI_V11_PST130_P486837	1116	931.49	436	33.3279
JGI_V11_PST130_P487261	606	421.63	1264	213.46
JGI_V11_PST130_P502563	936	751.49	218	20.6554
JGI_V11_PST130_P501173	225	64.4402	1	1.10495
JGI_V11_PST130_P493966	1164	979.49	0	0
JGI_V11_PST130_P501424	312	133.397	300	160.131
JGI_V11_PST130_P501539	798	613.502	0	0
JGI_V11_PST130_P499328	909	724.49	169	16.6094
JGI_V11_PST130_P500173	1755	1570.49	316	14.3269
JGI_V11_PST130_P488707	456	272.224	2	0.523122
JGI_V11_PST130_P494277	225	64.4402	10	11.0495
JGI_V11_PST130_P502448	294	117.474	60	36.3672
JGI_V11_PST130_P494554	615	430.618	27	4.46448
JGI_V11_PST130_P502596	798	613.502	6637	770.292
JGI_V11_PST130_P491571	180	38.5803	0	0
JGI_V11_PST130_P495655	942	757.49	280	26.3197
JGI_V11_PST130_P497050	687	502.542	0	0
JGI_V11_PST130_P494801	195	46.5127	0	0
JGI_V11_PST130_P498801	888	703.496	47	4.75703
JGI_V11_PST130_P496827	180	38.5803	1	1.84558
JGI_V11_PST130_P489496	2145	1960.49	110	3.9951
JGI_V11_PST130_P499753	333	152.704	280	130.559
JGI_V11_PST130_P488900	678	493.547	63	9.08891
JGI_V11_PST130_P490189	1923	1738.49	94	3.84995
JGI_V11_PST130_P495879	231	68.4584	28.668	29.8175
JGI_V11_PST130_P499155	945	760.49	1746	163.475
JGI_V11_PST130_P489975	198	48.0932	11	16.2858
JGI_V11_PST130_P501324	1542	1357.49	4	0.209808
JGI_V11_PST130_P497431	207	53.219	25	33.4482
JGI_V11_PST130_P499053	1422	1237.49	1138	65.4787
JGI_V11_PST130_P493155	2700	2515.49	0	0
JGI_V11_PST130_P487646	1425	1240.49	1104	63.3688
JGI_V11_PST130_P492444	423	239.562	0	0
JGI_V11_PST130_P503273	225	64.4402	105	116.02
JGI_V11_PST130_P499444	732	547.528	45	5.85202
JGI_V11_PST130_P492605	1689	1504.49	498	23.5689
JGI_V11_PST130_P495858	1389	1204.49	730	43.1538
JGI_V11_PST130_P499617	3432	3247.49	368	8.06863
JGI_V11_PST130_P504554	339	158.29	11	4.94811
JGI_V11_PST130_P496457	855	670.496	0	0
JGI_V11_PST130_P491752	1416	1231.49	212	12.2576
JGI_V11_PST130_P502800	408	224.803	37	11.7192
JGI_V11_PST130_P492821	1794	1609.49	221	9.77696
JGI_V11_PST130_P487233	1260	1075.49	101	6.68674
JGI_V11_PST130_P489912	1380	1195.49	8	0.476479
JGI_V11_PST130_P499598	1137	952.49	589	44.0306
JGI_V11_PST130_P501049	1137	952.49	130	9.71813
JGI_V11_PST130_P494687	615	430.618	2	0.330702
JGI_V11_PST130_P501376	1515	1330.49	345	18.4632
JGI_V11_PST130_P496069	234	70.5155	74.4458	75.1718
JGI_V11_PST130_P503102	4041	3856.49	250	4.6158
JGI_V11_PST130_P494770	960	775.49	33	3.02996
JGI_V11_PST130_P493251	432	248.451	315	90.2753
JGI_V11_PST130_P498696	441	257.364	3	0.829991
JGI_V11_PST130_P494219	600	415.645	91	15.589
JGI_V11_PST130_P488258	2595	2410.49	4	0.118156
JGI_V11_PST130_P490248	240	74.7633	0	0
JGI_V11_PST130_P497296	735	550.528	119	15.391
JGI_V11_PST130_P488047	96	22.3093	0	0
JGI_V11_PST130_P492569	453	269.239	0	0
JGI_V11_PST130_P504432	474	290.081	1167	286.452
JGI_V11_PST130_P498081	633	448.59	3	0.47618
JGI_V11_PST130_P492528	237	72.6333	2	1.96062
JGI_V11_PST130_P497744	1188	1003.49	645	45.7664
JGI_V11_PST130_P504471	666	481.56	109	16.1167
JGI_V11_PST130_P500064	654	469.577	154	23.3514
JGI_V11_PST130_P504013	783	598.502	1	0.118969
JGI_V11_PST130_P504105	1548	1363.49	131	6.84099
JGI_V11_PST130_P492674	399	215.974	13	4.28589
JGI_V11_PST130_P488521	981	796.49	388	34.6858
JGI_V11_PST130_P494077	330	149.902	0	0
JGI_V11_PST130_P491097	393	210.114	0	0
JGI_V11_PST130_P493933	1260	1075.49	11	0.728259
JGI_V11_PST130_P502315	756	571.518	163	20.3075
JGI_V11_PST130_P496341	462	278.169	0	0
JGI_V11_PST130_P492447	468	284.13	1324	331.795
