target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5158	253	2.71916
JGI_V11_PST130_P503541	219	61.0408	53	48.1338
JGI_V11_PST130_P498510	1161	972.996	4	0.2279
JGI_V11_PST130_P503165	1641	1453	407	15.5283
JGI_V11_PST130_P496996	447	260.052	0	0
JGI_V11_PST130_P502966	2937	2749	54.3251	1.09552
JGI_V11_PST130_P498074	2010	1822	443	13.4788
JGI_V11_PST130_P501125	3144	2956	131	2.45676
JGI_V11_PST130_P503365	279	104.02	0	0
JGI_V11_PST130_P488246	2262	2074	0	0
JGI_V11_PST130_P489680	447	260.052	1184.17	252.434
JGI_V11_PST130_P491731	702	514.049	21	2.26469
JGI_V11_PST130_P489797	1905	1717	256	8.26543
JGI_V11_PST130_P488272	1746	1558	827	29.4262
JGI_V11_PST130_P490013	300	121.36	217	99.124
JGI_V11_PST130_P491856	342	158.753	3	1.0476
JGI_V11_PST130_P492558	207	53.8912	0	0
JGI_V11_PST130_P502991	510	322.514	69	11.8603
JGI_V11_PST130_P492967	462	274.9	0	0
JGI_V11_PST130_P488313	279	104.02	92	49.0303
JGI_V11_PST130_P491144	432	245.249	0	0
JGI_V11_PST130_P500947	804	616.014	5	0.44996
JGI_V11_PST130_P493370	399	212.922	450	117.162
JGI_V11_PST130_P499615	1506	1318	63	2.64985
JGI_V11_PST130_P503304	537	349.4	231	36.6508
JGI_V11_PST130_P494788	231	68.6966	0	0
JGI_V11_PST130_P504103	906	717.996	52	4.01491
JGI_V11_PST130_P495319	2436	2248	352	8.68044
JGI_V11_PST130_P497124	294	116.288	0	0
JGI_V11_PST130_P491965	375	189.813	0	0
JGI_V11_PST130_P488308	666	478.09	3557	412.448
JGI_V11_PST130_P491674	2043	1855	59	1.76321
JGI_V11_PST130_P494706	576	388.265	0	0
JGI_V11_PST130_P488584	480	292.683	122	23.1077
JGI_V11_PST130_P493395	1491	1303	22	0.935996
JGI_V11_PST130_P490089	1782	1594	698	24.2752
JGI_V11_PST130_P500912	1266	1078	9	0.462828
JGI_V11_PST130_P502633	1185	996.996	261	14.5125
JGI_V11_PST130_P500952	318	137.058	1	0.404472
JGI_V11_PST130_P488977	648	460.107	10	1.20486
JGI_V11_PST130_P488868	2169	1981	193	5.40093
JGI_V11_PST130_P488493	210	55.6147	0	0
JGI_V11_PST130_P487031	843	654.996	0	0
JGI_V11_PST130_P496079	1158	969.996	486	27.7754
JGI_V11_PST130_P491196	333	150.486	0	0
JGI_V11_PST130_P497923	675	487.081	4	0.455254
JGI_V11_PST130_P488821	633	445.132	0	0
JGI_V11_PST130_P489426	870	681.996	150	12.1928
JGI_V11_PST130_P496630	747	559.035	7	0.69415
JGI_V11_PST130_P491775	861	672.996	163	13.4267
JGI_V11_PST130_P501425	2817	2629	60	1.26519
JGI_V11_PST130_P490238	474	286.734	0	0
JGI_V11_PST130_P490063	393	207.105	108	28.9086
JGI_V11_PST130_P503040	1023	834.996	269	17.8592
JGI_V11_PST130_P493931	288	111.285	0	0
JGI_V11_PST130_P501267	279	104.02	208	110.851
JGI_V11_PST130_P498821	1794	1606	0	0
JGI_V11_PST130_P490212	504	316.543	0	0
JGI_V11_PST130_P489902	1302	1114	0	0
JGI_V11_PST130_P496900	741	553.035	0	0
JGI_V11_PST130_P494460	1602	1414	0	0
JGI_V11_PST130_P487409	459	271.925	0	0
JGI_V11_PST130_P498777	384	198.411	0	0
JGI_V11_PST130_P502392	1503	1315	0	0
JGI_V11_PST130_P497532	306	126.518	0	0
JGI_V11_PST130_P487727	654	466.099	267	31.7562
JGI_V11_PST130_P488299	1011	822.996	0	0
JGI_V11_PST130_P491334	240	74.8283	0	0
JGI_V11_PST130_P497313	642	454.128	79	9.6437
JGI_V11_PST130_P489001	1788	1600	2	0.0692956
JGI_V11_PST130_P504390	1446	1258	0	0
JGI_V11_PST130_P500016	1002	813.996	106	7.21902
JGI_V11_PST130_P493008	1122	933.996	452.061	26.8316
JGI_V11_PST130_P494101	1206	1018	2024	110.22
JGI_V11_PST130_P501742	1038	849.996	78	5.08712
JGI_V11_PST130_P496689	801	613.014	487	44.0406
JGI_V11_PST130_P502088	1269	1081	507	26.0003
JGI_V11_PST130_P492731	681	493.068	853	95.9041
JGI_V11_PST130_P501567	762	574.03	7009	676.887
JGI_V11_PST130_P504570	1290	1102	497	25.0018
