target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5163.88	242	3.42088
JGI_V11_PST130_P503541	219	61.1527	77	91.9123
JGI_V11_PST130_P498510	1161	978.876	4	0.298284
JGI_V11_PST130_P503165	1641	1458.88	332	16.6118
JGI_V11_PST130_P496996	447	265.804	0	0
JGI_V11_PST130_P502966	2937	2754.88	64	1.69581
JGI_V11_PST130_P498074	2010	1827.88	355	14.1768
JGI_V11_PST130_P501125	3144	2961.88	90	2.21806
JGI_V11_PST130_P503365	279	106.33	0	0
JGI_V11_PST130_P488246	2262	2079.88	0	0
JGI_V11_PST130_P489680	447	265.804	907	249.083
JGI_V11_PST130_P491731	702	519.952	12	1.68468
JGI_V11_PST130_P489797	1905	1722.88	202	8.55846
JGI_V11_PST130_P488272	1746	1563.88	514	23.9916
JGI_V11_PST130_P490013	300	124.454	167	97.9505
JGI_V11_PST130_P491856	342	163.181	0	0
JGI_V11_PST130_P492558	207	53.7271	0	0
JGI_V11_PST130_P502991	510	328.356	53	11.7823
JGI_V11_PST130_P492967	462	280.675	0	0
JGI_V11_PST130_P488313	279	106.33	78	53.5474
JGI_V11_PST130_P491144	432	250.943	0	0
JGI_V11_PST130_P500947	804	621.912	2	0.234746
JGI_V11_PST130_P493370	399	218.47	384	128.304
JGI_V11_PST130_P499615	1506	1323.88	67	3.69424
JGI_V11_PST130_P503304	537	355.237	189	38.8367
JGI_V11_PST130_P494788	231	69.2393	0	0
JGI_V11_PST130_P504103	906	723.892	60	6.05028
JGI_V11_PST130_P495319	2436	2253.88	139	4.50177
JGI_V11_PST130_P497124	294	119.159	0	0
JGI_V11_PST130_P491965	375	194.99	0	0
JGI_V11_PST130_P488308	666	483.987	2408	363.179
JGI_V11_PST130_P491674	2043	1860.88	39	1.52984
JGI_V11_PST130_P494706	576	394.122	0	0
JGI_V11_PST130_P488584	480	298.547	113.553	27.764
JGI_V11_PST130_P493395	1491	1308.88	23	1.28271
JGI_V11_PST130_P490089	1782	1599.88	630	28.7443
JGI_V11_PST130_P500912	1266	1083.88	5	0.336735
JGI_V11_PST130_P502633	1185	1002.88	196	14.2662
JGI_V11_PST130_P500952	318	140.727	0	0
JGI_V11_PST130_P488977	648	466.006	11	1.72306
JGI_V11_PST130_P488868	2169	1986.88	178	6.53954
JGI_V11_PST130_P488493	210	55.5124	0	0
JGI_V11_PST130_P487031	843	660.899	0	0
JGI_V11_PST130_P496079	1158	975.876	788	58.9426
JGI_V11_PST130_P491196	333	154.701	0	0
JGI_V11_PST130_P497923	675	492.977	3	0.444215
JGI_V11_PST130_P488821	633	451.029	0	0
JGI_V11_PST130_P489426	870	687.899	111	11.7787
JGI_V11_PST130_P496630	747	564.918	3	0.387645
JGI_V11_PST130_P491775	861	678.899	125	13.4401
JGI_V11_PST130_P501425	2817	2634.88	20	0.554074
JGI_V11_PST130_P490238	474	292.597	0	0
JGI_V11_PST130_P490063	393	212.562	98	33.6541
JGI_V11_PST130_P503040	1023	840.876	216	18.7508
JGI_V11_PST130_P493931	288	113.946	0	0
JGI_V11_PST130_P501267	279	106.33	181	124.257
JGI_V11_PST130_P498821	1794	1611.88	0	0
JGI_V11_PST130_P490212	504	322.388	0	0
JGI_V11_PST130_P489902	1302	1119.88	0	0
JGI_V11_PST130_P496900	741	558.918	0	0
JGI_V11_PST130_P494460	1602	1419.88	0	0
JGI_V11_PST130_P487409	459	277.706	0	0
JGI_V11_PST130_P498777	384	203.78	0	0
JGI_V11_PST130_P502392	1503	1320.88	0	0
JGI_V11_PST130_P497532	306	129.786	0	0
JGI_V11_PST130_P487727	654	472.001	105	16.2384
JGI_V11_PST130_P488299	1011	828.876	1	0.088066
JGI_V11_PST130_P491334	240	75.6221	0	0
JGI_V11_PST130_P497313	642	460.015	54	8.5688
JGI_V11_PST130_P489001	1788	1605.88	1	0.0454555
JGI_V11_PST130_P504390	1446	1263.88	2	0.115511
JGI_V11_PST130_P500016	1002	819.876	53	4.71874
JGI_V11_PST130_P493008	1122	939.876	224	17.397
JGI_V11_PST130_P494101	1206	1023.88	1427	101.736
JGI_V11_PST130_P501742	1038	855.876	56	4.77612
JGI_V11_PST130_P496689	801	618.912	294	34.675
JGI_V11_PST130_P502088	1269	1086.88	467	31.3642
JGI_V11_PST130_P492731	681	498.977	602	88.0672
JGI_V11_PST130_P501567	762	579.918	7058	888.409
JGI_V11_PST130_P504570	1290	1107.88	434.236	28.611
JGI_V11_PST130_P487885	1113	930.876	80	6.2733
JGI_V11_PST130_P494206	534	352.247	2	0.414458
JGI_V11_PST130_P501964	639	457.02	18935	3024.33
JGI_V11_PST130_P486792	2010	1827.88	0	0
JGI_V11_PST130_P489455	480	298.547	2	0.489008
JGI_V11_PST130_P494973	1035	852.876	6	0.513527
JGI_V11_PST130_P493976	936	753.892	0	0
JGI_V11_PST130_P502017	276	103.778	1	0.703382
JGI_V11_PST130_P500300	1596	1413.88	629	32.4741
JGI_V11_PST130_P494435	477	295.571	0	0
JGI_V11_PST130_P491202	369	189.146	10.1184	3.90494
JGI_V11_PST130_P500412	1203	1020.88	64	4.5762
JGI_V11_PST130_P497467	420	239.093	5	1.52651
JGI_V11_PST130_P503043	831	648.899	0	0
JGI_V11_PST130_P492782	849	666.899	13	1.42292
JGI_V11_PST130_P498610	1911	1728.88	116	4.8977
JGI_V11_PST130_P493455	2637	2454.88	0	0
JGI_V11_PST130_P487534	699	516.957	28	3.95368
JGI_V11_PST130_P498631	264	93.962	9	6.99179
JGI_V11_PST130_P490339	294	119.159	1	0.612592
JGI_V11_PST130_P496873	840	657.899	2	0.221906
JGI_V11_PST130_P487910	354	174.654	0	0
JGI_V11_PST130_P487503	1722	1539.88	368	17.4446
JGI_V11_PST130_P494070	201	50.0495	27	39.3788
JGI_V11_PST130_P493585	1413	1230.88	30171	1789.26
JGI_V11_PST130_P488392	516	334.326	279	60.9161
JGI_V11_PST130_P498851	870	687.899	8	0.848913
JGI_V11_PST130_P492829	117	19.5909	0	0
JGI_V11_PST130_P493271	777	594.918	0	0
JGI_V11_PST130_P495613	774	591.918	0	0
JGI_V11_PST130_P493484	378	197.905	0	0
JGI_V11_PST130_P495946	4101	3918.88	257	4.78707
JGI_V11_PST130_P497574	2142	1959.88	1	0.0372451
JGI_V11_PST130_P491983	657	474.996	2	0.307353
JGI_V11_PST130_P496195	267	96.4083	0	0
JGI_V11_PST130_P504054	1005	822.876	11	0.97579
JGI_V11_PST130_P490755	2886	2703.88	1242	33.5299
JGI_V11_PST130_P501765	1053	870.876	0	0
JGI_V11_PST130_P501061	633	451.029	51	8.25399
JGI_V11_PST130_P489801	1974	1791.88	27	1.0999
JGI_V11_PST130_P497974	1311	1128.88	162	10.4753
JGI_V11_PST130_P488004	204	51.8679	0	0
JGI_V11_PST130_P490864	735	552.941	10	1.32014
JGI_V11_PST130_P492191	372	192.067	174	66.1293
JGI_V11_PST130_P495805	450	268.785	0	0
JGI_V11_PST130_P488337	399	218.47	30	10.0237
JGI_V11_PST130_P490295	375	194.99	3	1.12307
JGI_V11_PST130_P496430	1320	1137.88	0	0
JGI_V11_PST130_P495878	999	816.876	1	0.0893597
JGI_V11_PST130_P499320	3465	3282.88	72	1.60094
JGI_V11_PST130_P496905	825	642.899	146.504	16.6343
JGI_V11_PST130_P492598	741	558.918	38.4855	5.02628
JGI_V11_PST130_P497826	1191	1008.88	278	20.1143
JGI_V11_PST130_P497736	1356	1173.88	0	0
JGI_V11_PST130_P500991	933	750.892	103	10.0128
JGI_V11_PST130_P503923	459	277.706	5	1.31427
JGI_V11_PST130_P494286	510	328.356	0	0
JGI_V11_PST130_P490282	213	57.3694	0	0
JGI_V11_PST130_P500155	321	143.512	14	7.12093
JGI_V11_PST130_P499954	180	38.8817	0	0
JGI_V11_PST130_P487501	303	127.081	0	0
JGI_V11_PST130_P490087	708	525.952	0	0
JGI_V11_PST130_P493517	588	406.106	4	0.718984
JGI_V11_PST130_P499482	1473	1290.88	37	2.09226
JGI_V11_PST130_P501790	510	328.356	1644	365.473
JGI_V11_PST130_P490816	1440	1257.88	741	43.001
JGI_V11_PST130_P495037	294	119.159	0	0
JGI_V11_PST130_P503937	666	483.987	109	16.4396
JGI_V11_PST130_P492483	975	792.884	46	4.23493
JGI_V11_PST130_P499995	252	84.6056	0	0
JGI_V11_PST130_P501418	228	67.2287	0	0
JGI_V11_PST130_P490694	273	101.282	0	0
JGI_V11_PST130_P503187	969	786.892	0	0
JGI_V11_PST130_P488425	1788	1605.88	362	16.4549
JGI_V11_PST130_P488577	1020	837.876	0	0
JGI_V11_PST130_P488373	831	648.899	4	0.449967
JGI_V11_PST130_P493420	528	346.268	312	65.7718
JGI_V11_PST130_P501922	645	463.01	795	125.336
JGI_V11_PST130_P488108	540	358.23	0	0
JGI_V11_PST130_P498955	1197	1014.88	128	9.20651
JGI_V11_PST130_P494961	324	146.32	0	0
JGI_V11_PST130_P503274	549	367.183	115	22.862
JGI_V11_PST130_P493657	270	98.8542	0	0
JGI_V11_PST130_P498071	2532	2349.88	312	9.69187
JGI_V11_PST130_P486917	567	385.141	0	0
JGI_V11_PST130_P491112	840	657.899	0	0
JGI_V11_PST130_P488279	639	457.02	0	0
JGI_V11_PST130_P491657	624	442.042	0	0
JGI_V11_PST130_P500174	1905	1722.88	407	17.244
JGI_V11_PST130_P499216	744	561.918	26	3.37752
JGI_V11_PST130_P492935	492	310.483	3	0.705312
JGI_V11_PST130_P497213	279	106.33	3	2.05952
JGI_V11_PST130_P502799	870	687.899	101	10.7175
JGI_V11_PST130_P497805	1563	1380.88	1	0.052862
JGI_V11_PST130_P503162	276	103.778	34	23.915
JGI_V11_PST130_P491332	309	132.51	0	0
JGI_V11_PST130_P493716	366	186.221	0	0
JGI_V11_PST130_P503811	753	570.918	0	0
JGI_V11_PST130_P494055	186	41.936	0	0
JGI_V11_PST130_P494959	222	63.1187	0	0
JGI_V11_PST130_P494283	225	65.179	0	0
JGI_V11_PST130_P504030	210	55.5124	5000	6574.73
JGI_V11_PST130_P499646	243	77.8139	39	36.5852
JGI_V11_PST130_P490856	831	648.899	65	7.31196
JGI_V11_PST130_P496405	300	124.454	9	5.27877
JGI_V11_PST130_P496568	591	409.102	93	16.594
JGI_V11_PST130_P502466	3273	3090.88	206	4.86501
JGI_V11_PST130_P487970	2127	1944.88	423	15.8762
JGI_V11_PST130_P501055	351	171.768	23	9.77425
JGI_V11_PST130_P489314	282	108.815	21.7686	14.6029
JGI_V11_PST130_P496994	312	135.252	0	0
JGI_V11_PST130_P503022	3606	3423.88	224	4.7756
JGI_V11_PST130_P488528	666	483.987	4	0.603288
JGI_V11_PST130_P495001	438	256.89	0	0
JGI_V11_PST130_P496402	576	394.122	0	0
JGI_V11_PST130_P490741	954	771.892	70	6.61972
JGI_V11_PST130_P497459	837	654.899	7	0.780228
JGI_V11_PST130_P503353	753	570.918	0	0
JGI_V11_PST130_P495825	405	224.332	64	20.8251
JGI_V11_PST130_P499309	2112	1929.88	135	5.10625
JGI_V11_PST130_P498272	1458	1275.88	259	14.818
JGI_V11_PST130_P491054	663	480.992	0	0
JGI_V11_PST130_P499174	1221	1038.88	121	8.50197
JGI_V11_PST130_P504617	951	768.892	917	87.0566
JGI_V11_PST130_P504318	1017	834.876	6	0.524599
JGI_V11_PST130_P502332	3492	3309.88	224	4.94008
JGI_V11_PST130_P504051	696	513.957	2	0.284054
JGI_V11_PST130_P495014	477	295.571	11	2.71662
JGI_V11_PST130_P487484	999	816.876	6	0.536158
JGI_V11_PST130_P498299	543	361.205	206	41.6306
JGI_V11_PST130_P488763	408	227.26	0	0
JGI_V11_PST130_P486654	744	561.918	109	14.1596
JGI_V11_PST130_P492592	630	448.033	0	0
JGI_V11_PST130_P489391	315	137.977	47	24.8651
JGI_V11_PST130_P494921	1743	1560.88	97	4.5363
JGI_V11_PST130_P503328	1191	1008.88	85	6.15006
JGI_V11_PST130_P491904	393	212.562	0	0
JGI_V11_PST130_P498420	318	140.727	52	26.9726
