target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5148.38	21	1.37235
JGI_V11_PST130_P503541	219	56.2702	100	597.912
JGI_V11_PST130_P498510	1161	963.376	3	1.04771
JGI_V11_PST130_P503165	1641	1443.38	17	3.96264
JGI_V11_PST130_P496996	447	250.169	0	0
JGI_V11_PST130_P502966	2937	2739.38	11	1.351
JGI_V11_PST130_P498074	2010	1812.38	24	4.45531
JGI_V11_PST130_P501125	3144	2946.38	19	2.16961
JGI_V11_PST130_P503365	279	96.3582	0	0
JGI_V11_PST130_P488246	2262	2064.38	0	0
JGI_V11_PST130_P489680	447	250.169	238	320.081
JGI_V11_PST130_P491731	702	504.466	4	2.66774
JGI_V11_PST130_P489797	1905	1707.38	12	2.36465
JGI_V11_PST130_P488272	1746	1548.38	47	10.2126
JGI_V11_PST130_P490013	300	113.099	15	44.6219
JGI_V11_PST130_P491856	342	149.458	0	0
JGI_V11_PST130_P492558	207	49.6732	0	0
JGI_V11_PST130_P502991	510	312.707	3	3.22774
JGI_V11_PST130_P492967	462	265.014	0	0
JGI_V11_PST130_P488313	279	96.3582	18	62.8492
JGI_V11_PST130_P491144	432	235.46	0	0
JGI_V11_PST130_P500947	804	606.376	0	0
JGI_V11_PST130_P493370	399	203.212	285	471.857
JGI_V11_PST130_P499615	1506	1308.38	8	2.05718
JGI_V11_PST130_P503304	537	339.679	45	44.5717
JGI_V11_PST130_P494788	231	63.2651	0	0
JGI_V11_PST130_P504103	906	708.376	17	8.07422
JGI_V11_PST130_P495319	2436	2238.38	16	2.40493
JGI_V11_PST130_P497124	294	108.248	0	0
JGI_V11_PST130_P491965	375	180.259	0	0
JGI_V11_PST130_P488308	666	468.466	409	293.739
JGI_V11_PST130_P491674	2043	1845.38	2	0.364637
JGI_V11_PST130_P494706	576	378.62	0	0
JGI_V11_PST130_P488584	480	282.77	9	10.7084
JGI_V11_PST130_P493395	1491	1293.38	6	1.56078
JGI_V11_PST130_P490089	1782	1584.38	23	4.88411
JGI_V11_PST130_P500912	1266	1068.38	1	0.314914
JGI_V11_PST130_P502633	1185	987.376	18	6.13346
JGI_V11_PST130_P500952	318	128.271	0	0
JGI_V11_PST130_P488977	648	450.466	1	0.746885
JGI_V11_PST130_P488868	2169	1971.38	1	0.170666
JGI_V11_PST130_P488493	210	51.2496	0	0
JGI_V11_PST130_P487031	843	645.376	0	0
JGI_V11_PST130_P496079	1158	960.376	15	5.25491
JGI_V11_PST130_P491196	333	141.43	0	0
JGI_V11_PST130_P497923	675	477.466	0	0
JGI_V11_PST130_P488821	633	435.466	0	0
JGI_V11_PST130_P489426	870	672.376	30	15.0115
JGI_V11_PST130_P496630	747	549.4	0	0
JGI_V11_PST130_P491775	861	663.376	15	7.60759
JGI_V11_PST130_P501425	2817	2619.38	1	0.128445
JGI_V11_PST130_P490238	474	276.806	0	0
JGI_V11_PST130_P490063	393	197.487	21	35.7764
JGI_V11_PST130_P503040	1023	825.376	12	4.89153
JGI_V11_PST130_P493931	288	103.411	0	0
JGI_V11_PST130_P501267	279	96.3582	47	164.106
JGI_V11_PST130_P498821	1794	1596.38	0	0
JGI_V11_PST130_P490212	504	306.72	0	0
JGI_V11_PST130_P489902	1302	1104.38	0	0
JGI_V11_PST130_P496900	741	543.4	0	0
JGI_V11_PST130_P494460	1602	1404.38	0	0
JGI_V11_PST130_P487409	459	262.059	0	0
JGI_V11_PST130_P498777	384	188.903	0	0
JGI_V11_PST130_P502392	1503	1305.38	0	0
JGI_V11_PST130_P497532	306	118.058	0	0
JGI_V11_PST130_P487727	654	456.466	49	36.1163
JGI_V11_PST130_P488299	1011	813.376	0	0
JGI_V11_PST130_P491334	240	69.0166	0	0
JGI_V11_PST130_P497313	642	444.466	9	6.81271
JGI_V11_PST130_P489001	1788	1590.38	0	0
JGI_V11_PST130_P504390	1446	1248.38	0	0
JGI_V11_PST130_P500016	1002	804.376	13	5.4375
JGI_V11_PST130_P493008	1122	924.376	135	49.1361
JGI_V11_PST130_P494101	1206	1008.38	54	18.0172
JGI_V11_PST130_P501742	1038	840.376	4	1.60141
JGI_V11_PST130_P496689	801	603.376	34	18.9586
JGI_V11_PST130_P502088	1269	1071.38	57	17.8998
JGI_V11_PST130_P492731	681	483.466	125	86.9881
JGI_V11_PST130_P501567	762	564.376	728	433.988
JGI_V11_PST130_P504570	1290	1092.38	32	9.85583
JGI_V11_PST130_P487885	1113	915.376	1	0.36755
JGI_V11_PST130_P494206	534	336.694	3	2.99779
JGI_V11_PST130_P501964	639	441.466	839	639.412
JGI_V11_PST130_P486792	2010	1812.38	0	0
JGI_V11_PST130_P489455	480	282.77	0	0
JGI_V11_PST130_P494973	1035	837.376	0	0
JGI_V11_PST130_P493976	936	738.376	0	0
JGI_V11_PST130_P502017	276	94.0872	0	0
JGI_V11_PST130_P500300	1596	1398.38	18	4.33076
JGI_V11_PST130_P494435	477	279.794	0	0
JGI_V11_PST130_P491202	369	174.603	1	1.92692
JGI_V11_PST130_P500412	1203	1005.38	5	1.67323
JGI_V11_PST130_P497467	420	223.705	3	4.51193
JGI_V11_PST130_P503043	831	633.376	0	0
JGI_V11_PST130_P492782	849	651.376	4	2.06606
JGI_V11_PST130_P498610	1911	1713.38	11	2.16001
JGI_V11_PST130_P493455	2637	2439.38	0	0
JGI_V11_PST130_P487534	699	501.466	1	0.670925
JGI_V11_PST130_P498631	264	85.126	6	23.714
JGI_V11_PST130_P490339	294	108.248	0	0
JGI_V11_PST130_P496873	840	642.376	0	0
JGI_V11_PST130_P487910	354	160.456	0	0
JGI_V11_PST130_P487503	1722	1524.38	16	3.53137
JGI_V11_PST130_P494070	201	46.4031	0	0
JGI_V11_PST130_P493585	1413	1215.38	1417	392.261
JGI_V11_PST130_P488392	516	318.694	76	80.2335
JGI_V11_PST130_P498851	870	672.376	0	0
JGI_V11_PST130_P492829	117	21.2068	0	0
JGI_V11_PST130_P493271	777	579.376	0	0
JGI_V11_PST130_P495613	774	576.376	0	0
JGI_V11_PST130_P493484	378	183.15	0	0
JGI_V11_PST130_P495946	4101	3903.38	18	1.55149
JGI_V11_PST130_P497574	2142	1944.38	0	0
JGI_V11_PST130_P491983	657	459.466	0	0
JGI_V11_PST130_P496195	267	87.3551	0	0
JGI_V11_PST130_P504054	1005	807.376	1	0.416715
JGI_V11_PST130_P490755	2886	2688.38	94	11.764
JGI_V11_PST130_P501765	1053	855.376	0	0
JGI_V11_PST130_P501061	633	435.466	9	6.95351
JGI_V11_PST130_P489801	1974	1776.38	12	2.2728
JGI_V11_PST130_P497974	1311	1113.38	3	0.906556
JGI_V11_PST130_P488004	204	48.0953	0	0
JGI_V11_PST130_P490864	735	537.4	0	0
JGI_V11_PST130_P492191	372	177.428	10	18.9624
JGI_V11_PST130_P495805	450	253.137	0	0
JGI_V11_PST130_P488337	399	203.212	13	21.5233
JGI_V11_PST130_P490295	375	180.259	0	0
JGI_V11_PST130_P496430	1320	1122.38	0	0
JGI_V11_PST130_P495878	999	801.376	0	0
JGI_V11_PST130_P499320	3465	3267.38	6	0.617828
JGI_V11_PST130_P496905	825	627.376	66	35.3941
JGI_V11_PST130_P492598	741	543.4	4	2.4766
