target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5163.57	205	3.38566
JGI_V11_PST130_P503541	219	65.8199	64	82.9206
JGI_V11_PST130_P498510	1161	978.566	1	0.0871464
JGI_V11_PST130_P503165	1641	1458.57	262	15.3184
JGI_V11_PST130_P496996	447	266.566	0	0
JGI_V11_PST130_P502966	2937	2754.57	37	1.14548
JGI_V11_PST130_P498074	2010	1827.57	384	17.9183
JGI_V11_PST130_P501125	3144	2961.57	93	2.67794
JGI_V11_PST130_P503365	279	109.682	0	0
JGI_V11_PST130_P488246	2262	2079.57	0	0
JGI_V11_PST130_P489680	447	266.566	644	206.025
JGI_V11_PST130_P491731	702	519.686	13	2.13325
JGI_V11_PST130_P489797	1905	1722.57	246	12.1786
JGI_V11_PST130_P488272	1746	1563.57	494	26.9433
JGI_V11_PST130_P490013	300	127.441	172	115.096
JGI_V11_PST130_P491856	342	165.285	2	1.03189
JGI_V11_PST130_P492558	207	58.4565	0	0
JGI_V11_PST130_P502991	510	328.704	58	15.0474
JGI_V11_PST130_P492967	462	281.285	0	0
JGI_V11_PST130_P488313	279	109.682	60	46.6505
JGI_V11_PST130_P491144	432	251.838	0	0
JGI_V11_PST130_P500947	804	621.599	6	0.823153
JGI_V11_PST130_P493370	399	219.583	334	129.714
JGI_V11_PST130_P499615	1506	1323.57	69	4.44573
JGI_V11_PST130_P503304	537	355.458	202	48.4621
JGI_V11_PST130_P494788	231	73.6707	0	0
JGI_V11_PST130_P504103	906	723.566	39	4.59648
JGI_V11_PST130_P495319	2436	2253.57	149	5.6384
JGI_V11_PST130_P497124	294	122.304	0	0
JGI_V11_PST130_P491965	375	196.45	0	0
JGI_V11_PST130_P488308	666	483.83	2083	367.144
JGI_V11_PST130_P491674	2043	1860.57	43	1.97089
JGI_V11_PST130_P494706	576	394.205	0	0
JGI_V11_PST130_P488584	480	299.046	146	41.6346
JGI_V11_PST130_P493395	1491	1308.57	19	1.23822
JGI_V11_PST130_P490089	1782	1599.57	523	27.883
JGI_V11_PST130_P500912	1266	1083.57	4	0.314807
JGI_V11_PST130_P502633	1185	1002.57	162	13.7798
JGI_V11_PST130_P500952	318	143.304	0	0
JGI_V11_PST130_P488977	648	465.886	19	3.47787
JGI_V11_PST130_P488868	2169	1986.57	177	7.59818
JGI_V11_PST130_P488493	210	60.2184	0	0
JGI_V11_PST130_P487031	843	660.566	0	0
JGI_V11_PST130_P496079	1158	975.566	520	45.4555
JGI_V11_PST130_P491196	333	156.947	0	0
JGI_V11_PST130_P497923	675	492.772	10	1.73059
JGI_V11_PST130_P488821	633	450.949	0	0
JGI_V11_PST130_P489426	870	687.566	158	19.5967
JGI_V11_PST130_P496630	747	564.639	0	0
JGI_V11_PST130_P491775	861	678.566	105	13.1958
JGI_V11_PST130_P501425	2817	2634.57	30	0.971073
JGI_V11_PST130_P490238	474	293.132	0	0
