target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5162.25	68	1.91399
JGI_V11_PST130_P503541	219	62.4841	83	193.01
JGI_V11_PST130_P498510	1161	977.247	6	0.892108
JGI_V11_PST130_P503165	1641	1457.25	62	6.182
JGI_V11_PST130_P496996	447	263.944	0	0
JGI_V11_PST130_P502966	2937	2753.25	7	0.369423
JGI_V11_PST130_P498074	2010	1826.25	105	8.35411
JGI_V11_PST130_P501125	3144	2960.25	47	2.30696
JGI_V11_PST130_P503365	279	106.828	0	0
JGI_V11_PST130_P488246	2262	2078.25	0	0
JGI_V11_PST130_P489680	447	263.944	283	155.792
JGI_V11_PST130_P491731	702	518.247	6	1.68223
JGI_V11_PST130_P489797	1905	1721.25	99	8.35723
JGI_V11_PST130_P488272	1746	1562.25	277	25.7632
JGI_V11_PST130_P490013	300	124.471	149	173.936
JGI_V11_PST130_P491856	342	162.241	0	0
JGI_V11_PST130_P492558	207	54.9792	0	0
JGI_V11_PST130_P502991	510	326.551	14	6.22941
JGI_V11_PST130_P492967	462	278.783	0	0
JGI_V11_PST130_P488313	279	106.828	57	77.5286
JGI_V11_PST130_P491144	432	249.12	0	0
JGI_V11_PST130_P500947	804	620.247	2	0.468528
JGI_V11_PST130_P493370	399	216.754	199	133.4
JGI_V11_PST130_P499615	1506	1322.25	30	3.2967
JGI_V11_PST130_P503304	537	353.467	101	41.5186
JGI_V11_PST130_P494788	231	70.5041	0	0
JGI_V11_PST130_P504103	906	722.247	69	13.8814
JGI_V11_PST130_P495319	2436	2252.25	55	3.54827
JGI_V11_PST130_P497124	294	119.294	0	0
JGI_V11_PST130_P491965	375	193.425	0	0
JGI_V11_PST130_P488308	666	482.247	1729	520.95
JGI_V11_PST130_P491674	2043	1859.25	28	2.18822
JGI_V11_PST130_P494706	576	392.34	0	0
JGI_V11_PST130_P488584	480	296.701	88	43.0957
JGI_V11_PST130_P493395	1491	1307.25	12	1.33381
JGI_V11_PST130_P490089	1782	1598.25	195	17.7281
JGI_V11_PST130_P500912	1266	1082.25	1	0.134259
JGI_V11_PST130_P502633	1185	1001.25	62	8.99748
JGI_V11_PST130_P500952	318	140.32	1	1.0355
JGI_V11_PST130_P488977	648	464.264	13	4.06864
JGI_V11_PST130_P488868	2169	1985.25	59	4.31825
JGI_V11_PST130_P488493	210	56.7392	0	0
JGI_V11_PST130_P487031	843	659.247	1	0.220405
JGI_V11_PST130_P496079	1158	974.247	169	25.2051
JGI_V11_PST130_P491196	333	153.96	0	0
JGI_V11_PST130_P497923	675	491.247	6	1.77469
JGI_V11_PST130_P488821	633	449.28	0	0
JGI_V11_PST130_P489426	870	686.247	108	22.8672
JGI_V11_PST130_P496630	747	563.247	0	0
JGI_V11_PST130_P491775	861	677.247	45	9.65464
JGI_V11_PST130_P501425	2817	2633.25	18	0.993234
JGI_V11_PST130_P490238	474	290.717	0	0
JGI_V11_PST130_P490063	393	210.928	62	42.7099
JGI_V11_PST130_P503040	1023	839.247	94	16.2745
JGI_V11_PST130_P493931	288	114.261	0	0
JGI_V11_PST130_P501267	279	106.828	105	142.816
JGI_V11_PST130_P498821	1794	1610.25	0	0
JGI_V11_PST130_P490212	504	320.569	0	0
JGI_V11_PST130_P489902	1302	1118.25	0	0
JGI_V11_PST130_P496900	741	557.247	0	0
JGI_V11_PST130_P494460	1602	1418.25	0	0
JGI_V11_PST130_P487409	459	275.828	0	0
JGI_V11_PST130_P498777	384	202.146	4	2.87518
JGI_V11_PST130_P502392	1503	1319.25	0	0
JGI_V11_PST130_P497532	306	129.672	0	0
JGI_V11_PST130_P487727	654	470.256	123	38.0051
JGI_V11_PST130_P488299	1011	827.247	0	0
JGI_V11_PST130_P491334	240	76.6679	0	0
JGI_V11_PST130_P497313	642	458.264	31	9.82916
JGI_V11_PST130_P489001	1788	1604.25	0	0
JGI_V11_PST130_P504390	1446	1262.25	0	0
JGI_V11_PST130_P500016	1002	818.247	46	8.16853
JGI_V11_PST130_P493008	1122	938.247	180	27.8757
JGI_V11_PST130_P494101	1206	1022.25	219	31.1285
JGI_V11_PST130_P501742	1038	854.247	30	5.1028
JGI_V11_PST130_P496689	801	617.247	307	72.2686
JGI_V11_PST130_P502088	1269	1085.25	203	27.1793
JGI_V11_PST130_P492731	681	497.247	320	93.5079
JGI_V11_PST130_P501567	762	578.247	2461	618.399
JGI_V11_PST130_P504570	1290	1106.25	140	18.3885
JGI_V11_PST130_P487885	1113	929.247	35	5.47277
JGI_V11_PST130_P494206	534	350.473	3	1.24376
JGI_V11_PST130_P501964	639	455.264	12049	3845.55
JGI_V11_PST130_P486792	2010	1826.25	0	0
JGI_V11_PST130_P489455	480	296.701	5	2.44862
JGI_V11_PST130_P494973	1035	851.247	0	0
JGI_V11_PST130_P493976	936	752.247	0	0
JGI_V11_PST130_P502017	276	104.347	0	0
JGI_V11_PST130_P500300	1596	1412.25	200	20.5774
JGI_V11_PST130_P494435	477	293.712	0	0
JGI_V11_PST130_P491202	369	187.7	3	2.32235
JGI_V11_PST130_P500412	1203	1019.25	19	2.7086
JGI_V11_PST130_P497467	420	237.303	1	0.612304
JGI_V11_PST130_P503043	831	647.247	0	0
JGI_V11_PST130_P492782	849	665.247	12	2.62101
JGI_V11_PST130_P498610	1911	1727.25	37	3.11256
JGI_V11_PST130_P493455	2637	2453.25	0	0
JGI_V11_PST130_P487534	699	515.247	1	0.282004
JGI_V11_PST130_P498631	264	94.663	4	6.13975
JGI_V11_PST130_P490339	294	119.294	1	1.21801
JGI_V11_PST130_P496873	840	656.247	2	0.442826
JGI_V11_PST130_P487910	354	173.489	0	0
JGI_V11_PST130_P487503	1722	1538.25	125	11.8074
