target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5151.64	326	3.1933
JGI_V11_PST130_P503541	219	61.5306	61	50.0271
JGI_V11_PST130_P498510	1161	966.636	8	0.417632
JGI_V11_PST130_P503165	1641	1446.64	403	14.0577
JGI_V11_PST130_P496996	447	255.05	0	0
JGI_V11_PST130_P502966	2937	2742.64	59	1.08555
JGI_V11_PST130_P498074	2010	1815.64	461	12.8127
JGI_V11_PST130_P501125	3144	2949.64	119	2.03585
JGI_V11_PST130_P503365	279	102.518	1	0.492227
JGI_V11_PST130_P488246	2262	2067.64	0	0
JGI_V11_PST130_P489680	447	255.05	1077.15	213.118
JGI_V11_PST130_P491731	702	507.855	14	1.39109
JGI_V11_PST130_P489797	1905	1710.64	259	7.64028
JGI_V11_PST130_P488272	1746	1551.64	703	22.863
JGI_V11_PST130_P490013	300	119.22	238	100.738
JGI_V11_PST130_P491856	342	155.467	0	0
JGI_V11_PST130_P492558	207	54.7173	0	0
JGI_V11_PST130_P502991	510	316.949	123	19.5831
JGI_V11_PST130_P492967	462	269.693	0	0
JGI_V11_PST130_P488313	279	102.518	87	42.8238
JGI_V11_PST130_P491144	432	240.416	0	0
JGI_V11_PST130_P500947	804	609.698	6	0.496596
JGI_V11_PST130_P493370	399	208.57	448	108.391
JGI_V11_PST130_P499615	1506	1311.64	42	1.61586
JGI_V11_PST130_P503304	537	343.672	206	30.2475
JGI_V11_PST130_P494788	231	68.8488	0	0
JGI_V11_PST130_P504103	906	711.659	54	3.82903
JGI_V11_PST130_P495319	2436	2241.64	185	4.1646
JGI_V11_PST130_P497124	294	114.292	0	0
JGI_V11_PST130_P491965	375	185.883	1	0.271474
JGI_V11_PST130_P488308	666	471.959	3263	348.883
JGI_V11_PST130_P491674	2043	1848.64	56	1.52863
JGI_V11_PST130_P494706	576	382.36	0	0
JGI_V11_PST130_P488584	480	287.345	121	21.2495
JGI_V11_PST130_P493395	1491	1296.64	21	0.817275
JGI_V11_PST130_P490089	1782	1587.64	619	19.6746
JGI_V11_PST130_P500912	1266	1071.64	5	0.235445
JGI_V11_PST130_P502633	1185	990.636	234	11.9198
JGI_V11_PST130_P500952	318	134.39	2	0.750985
JGI_V11_PST130_P488977	648	454.03	26	2.88972
JGI_V11_PST130_P488868	2169	1974.64	215	5.49438
JGI_V11_PST130_P488493	210	56.3534	0	0
JGI_V11_PST130_P487031	843	648.666	0	0
JGI_V11_PST130_P496079	1158	963.636	1869	97.8731
JGI_V11_PST130_P491196	333	147.471	0	0
JGI_V11_PST130_P497923	675	480.945	2	0.209846
JGI_V11_PST130_P488821	633	439.09	0	0
JGI_V11_PST130_P489426	870	675.666	158	11.8003
JGI_V11_PST130_P496630	747	552.769	0	0
JGI_V11_PST130_P491775	861	666.666	142	10.7485
JGI_V11_PST130_P501425	2817	2622.64	29	0.557991
JGI_V11_PST130_P490238	474	281.467	0	0
JGI_V11_PST130_P490063	393	202.875	98	24.3762
JGI_V11_PST130_P503040	1023	828.636	275	16.747
JGI_V11_PST130_P493931	288	109.545	0	0
JGI_V11_PST130_P501267	279	102.518	197	96.9688
JGI_V11_PST130_P498821	1794	1599.64	0	0
JGI_V11_PST130_P490212	504	311.026	0	0
JGI_V11_PST130_P489902	1302	1107.64	0	0
