target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5179.83	18	0.909081
JGI_V11_PST130_P503541	219	69.6581	52	195.289
JGI_V11_PST130_P498510	1161	994.835	2	0.525926
JGI_V11_PST130_P503165	1641	1474.83	17	3.01544
JGI_V11_PST130_P496996	447	281.342	0	0
JGI_V11_PST130_P502966	2937	2770.83	3	0.283241
JGI_V11_PST130_P498074	2010	1843.83	40	5.67523
JGI_V11_PST130_P501125	3144	2977.83	18	1.58131
JGI_V11_PST130_P503365	279	118.402	0	0
JGI_V11_PST130_P488246	2262	2095.83	0	0
JGI_V11_PST130_P489680	447	281.342	52	48.3521
JGI_V11_PST130_P491731	702	535.852	0	0
JGI_V11_PST130_P489797	1905	1738.83	18	2.70807
JGI_V11_PST130_P488272	1746	1579.83	55	9.10745
JGI_V11_PST130_P490013	300	137.614	14	26.614
JGI_V11_PST130_P491856	342	177.516	0	0
JGI_V11_PST130_P492558	207	61.3112	0	0
JGI_V11_PST130_P502991	510	344.141	0	0
JGI_V11_PST130_P492967	462	296.288	0	0
JGI_V11_PST130_P488313	279	118.402	25	55.2364
JGI_V11_PST130_P491144	432	266.409	0	0
JGI_V11_PST130_P500947	804	637.835	0	0
JGI_V11_PST130_P493370	399	233.669	366	409.756
JGI_V11_PST130_P499615	1506	1339.83	11	2.14777
JGI_V11_PST130_P503304	537	371.119	70	49.3436
JGI_V11_PST130_P494788	231	78.5201	0	0
JGI_V11_PST130_P504103	906	739.835	24	8.48638
JGI_V11_PST130_P495319	2436	2269.83	5	0.576264
JGI_V11_PST130_P497124	294	132.053	0	0
JGI_V11_PST130_P491965	375	209.942	0	0
JGI_V11_PST130_P488308	666	499.884	623	326.035
JGI_V11_PST130_P491674	2043	1876.83	5	0.696931
JGI_V11_PST130_P494706	576	410.046	0	0
JGI_V11_PST130_P488584	480	314.222	16	13.3208
JGI_V11_PST130_P493395	1491	1324.83	5	0.987311
JGI_V11_PST130_P490089	1782	1615.83	29	4.69512
JGI_V11_PST130_P500912	1266	1099.83	5	1.18929
JGI_V11_PST130_P502633	1185	1018.83	9	2.31092
JGI_V11_PST130_P500952	318	154.45	0	0
JGI_V11_PST130_P488977	648	481.884	2	1.08576
JGI_V11_PST130_P488868	2169	2002.83	10	1.30617
JGI_V11_PST130_P488493	210	63.3473	0	0
JGI_V11_PST130_P487031	843	676.835	0	0
JGI_V11_PST130_P496079	1158	991.835	7	1.84631
JGI_V11_PST130_P491196	333	168.777	0	0
JGI_V11_PST130_P497923	675	508.868	0	0
JGI_V11_PST130_P488821	633	466.884	0	0
JGI_V11_PST130_P489426	870	703.835	35	13.009
JGI_V11_PST130_P496630	747	580.835	1	0.450395
JGI_V11_PST130_P491775	861	694.835	16	6.02399
JGI_V11_PST130_P501425	2817	2650.83	0	0
JGI_V11_PST130_P490238	474	308.241	0	0
JGI_V11_PST130_P490063	393	227.712	20	22.9768
JGI_V11_PST130_P503040	1023	856.835	14	4.27442
JGI_V11_PST130_P493931	288	126.542	0	0
JGI_V11_PST130_P501267	279	118.402	46	101.635
JGI_V11_PST130_P498821	1794	1627.83	0	0
JGI_V11_PST130_P490212	504	338.162	0	0
JGI_V11_PST130_P489902	1302	1135.83	0	0
JGI_V11_PST130_P496900	741	574.835	0	0
JGI_V11_PST130_P494460	1602	1435.83	0	0
JGI_V11_PST130_P487409	459	293.297	0	0
JGI_V11_PST130_P498777	384	218.842	3	3.58621
JGI_V11_PST130_P502392	1503	1336.83	0	0
JGI_V11_PST130_P497532	306	143.21	0	0
JGI_V11_PST130_P487727	654	487.884	40	21.4481
JGI_V11_PST130_P488299	1011	844.835	0	0
JGI_V11_PST130_P491334	240	85.4409	0	0
JGI_V11_PST130_P497313	642	475.884	9	4.94752
JGI_V11_PST130_P489001	1788	1621.83	0	0
JGI_V11_PST130_P504390	1446	1279.83	0	0
JGI_V11_PST130_P500016	1002	835.835	2	0.625973
JGI_V11_PST130_P493008	1122	955.835	53	14.5057
JGI_V11_PST130_P494101	1206	1039.83	57	14.3402
JGI_V11_PST130_P501742	1038	871.835	10	3.00062
JGI_V11_PST130_P496689	801	634.835	78	32.1425
JGI_V11_PST130_P502088	1269	1102.83	150	35.5817
JGI_V11_PST130_P492731	681	514.868	137	69.6098
JGI_V11_PST130_P501567	762	595.835	1824	800.838
JGI_V11_PST130_P504570	1290	1123.83	57	13.2684
JGI_V11_PST130_P487885	1113	946.835	6	1.65776
JGI_V11_PST130_P494206	534	368.119	1	0.710653
JGI_V11_PST130_P501964	639	472.884	1813	1002.97
JGI_V11_PST130_P486792	2010	1843.83	0	0
JGI_V11_PST130_P489455	480	314.222	2	1.66509
JGI_V11_PST130_P494973	1035	868.835	0	0
JGI_V11_PST130_P493976	936	769.835	0	0
JGI_V11_PST130_P502017	276	115.663	0	0
JGI_V11_PST130_P500300	1596	1429.83	16	2.92739
JGI_V11_PST130_P494435	477	311.232	0	0
JGI_V11_PST130_P491202	369	203.999	0	0
JGI_V11_PST130_P500412	1203	1036.83	11	2.77542
JGI_V11_PST130_P497467	420	254.513	1	1.02786
JGI_V11_PST130_P503043	831	664.835	0	0
JGI_V11_PST130_P492782	849	682.835	4	1.53246
JGI_V11_PST130_P498610	1911	1744.83	0	0
JGI_V11_PST130_P493455	2637	2470.83	0	0
JGI_V11_PST130_P487534	699	532.852	2	0.981904
JGI_V11_PST130_P498631	264	105.23	0	0
JGI_V11_PST130_P490339	294	132.053	0	0
JGI_V11_PST130_P496873	840	673.835	0	0
JGI_V11_PST130_P487910	354	189.235	0	0
JGI_V11_PST130_P487503	1722	1555.83	10	1.68144
JGI_V11_PST130_P494070	201	57.1356	1	4.57867
JGI_V11_PST130_P493585	1413	1246.83	1187	249.051
JGI_V11_PST130_P488392	516	350.141	75	56.0356
JGI_V11_PST130_P498851	870	703.835	0	0
JGI_V11_PST130_P492829	117	17.6812	0	0
JGI_V11_PST130_P493271	777	610.835	0	0
JGI_V11_PST130_P495613	774	607.835	0	0
