target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5169.44	127	2.02281
JGI_V11_PST130_P503541	219	62.0566	99	131.353
JGI_V11_PST130_P498510	1161	984.439	1	0.0836382
JGI_V11_PST130_P503165	1641	1464.44	184	10.3452
JGI_V11_PST130_P496996	447	270.81	0	0
JGI_V11_PST130_P502966	2937	2760.44	25	0.745685
JGI_V11_PST130_P498074	2010	1833.44	281	12.6193
JGI_V11_PST130_P501125	3144	2967.44	83	2.30298
JGI_V11_PST130_P503365	279	108.695	0	0
JGI_V11_PST130_P488246	2262	2085.44	0	0
JGI_V11_PST130_P489680	447	270.81	456	138.642
JGI_V11_PST130_P491731	702	525.454	10	1.56696
JGI_V11_PST130_P489797	1905	1728.44	133	6.33565
JGI_V11_PST130_P488272	1746	1569.44	308	16.1585
JGI_V11_PST130_P490013	300	127.411	129	83.3635
JGI_V11_PST130_P491856	342	167.158	0	0
JGI_V11_PST130_P492558	207	54.2672	0	0
JGI_V11_PST130_P502991	510	333.624	29	7.15706
JGI_V11_PST130_P492967	462	285.754	0	0
JGI_V11_PST130_P488313	279	108.695	84	63.6305
JGI_V11_PST130_P491144	432	255.9	0	0
JGI_V11_PST130_P500947	804	627.447	5	0.656125
JGI_V11_PST130_P493370	399	223.1	703	259.448
JGI_V11_PST130_P499615	1506	1329.44	32	1.98187
JGI_V11_PST130_P503304	537	360.558	151	34.4823
JGI_V11_PST130_P494788	231	70.4626	0	0
JGI_V11_PST130_P504103	906	729.439	23	2.59617
JGI_V11_PST130_P495319	2436	2259.44	60	2.18647
JGI_V11_PST130_P497124	294	121.929	0	0
JGI_V11_PST130_P491965	375	199.424	1	0.412874
JGI_V11_PST130_P488308	666	489.461	2514	422.904
JGI_V11_PST130_P491674	2043	1866.44	21	0.926401
JGI_V11_PST130_P494706	576	399.527	0	0
JGI_V11_PST130_P488584	480	303.688	88	23.8589
JGI_V11_PST130_P493395	1491	1314.44	19	1.19016
JGI_V11_PST130_P490089	1782	1605.44	296	15.1807
JGI_V11_PST130_P500912	1266	1089.44	1	0.0755772
JGI_V11_PST130_P502633	1185	1008.44	134	10.9408
JGI_V11_PST130_P500952	318	144.15	2	1.14237
JGI_V11_PST130_P488977	648	471.466	7	1.22248
JGI_V11_PST130_P488868	2169	1992.44	96	3.96716
JGI_V11_PST130_P488493	210	56.1102	0	0
JGI_V11_PST130_P487031	843	666.447	0	0
JGI_V11_PST130_P496079	1158	981.439	714	59.9002
JGI_V11_PST130_P491196	333	158.5	0	0
JGI_V11_PST130_P497923	675	498.461	4	0.660728
JGI_V11_PST130_P488821	633	456.466	0	0
JGI_V11_PST130_P489426	870	693.439	113	13.4173
JGI_V11_PST130_P496630	747	570.454	0	0
JGI_V11_PST130_P491775	861	684.439	71	8.54117
JGI_V11_PST130_P501425	2817	2640.44	15	0.467745
JGI_V11_PST130_P490238	474	297.713	0	0
JGI_V11_PST130_P490063	393	217.199	66	25.0195
JGI_V11_PST130_P503040	1023	846.439	127	12.3538
JGI_V11_PST130_P493931	288	116.634	0	0
JGI_V11_PST130_P501267	279	108.695	149	112.868
JGI_V11_PST130_P498821	1794	1617.44	0	0
JGI_V11_PST130_P490212	504	327.632	0	0
JGI_V11_PST130_P489902	1302	1125.44	0	0
