secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	16.0131	16_0131	2016/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alixan	Infected Leaf	Unknown	Yellow Rust	Unpublished	Alixan	Infected Leaf	Unknown	Yellow Rust	Grézillé	France	Unknown	Unknown	raw_reads/16_0131/R1.fq.gz	raw_reads/16_0131/R2.fq.gz	Florian Girardeau
Adams et al., in press	16.0133	16_0133	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/16_0133/R1.fq.gz	raw_reads/16_0133/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0134	16_0134	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/16_0134/R1.fq.gz	raw_reads/16_0134/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0135	16_0135	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Limburgerhof	Germany	Unknown	Unknown	raw_reads/16_0135/R1.fq.gz	raw_reads/16_0135/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0136	16_0136	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kerubino	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kerubino	Infected Leaf	Unknown	Yellow Rust	Limburgerhof	Germany	Unknown	Unknown	raw_reads/16_0136/R1.fq.gz	raw_reads/16_0136/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0137	16_0137	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kerubino	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kerubino	Infected Leaf	Unknown	Yellow Rust	Mörsch Frankenthal	Germany	Unknown	Unknown	raw_reads/16_0137/R1.fq.gz	raw_reads/16_0137/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0138	16_0138	2016/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Mörsch Frankenthal	Germany	Unknown	Unknown	raw_reads/16_0138/R1.fq.gz	raw_reads/16_0138/R2.fq.gz	Johannes Roth
Adams et al., in press	16.0139	16_0139	2016/05/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Maja	Infected Leaf	Unknown	Yellow Rust	Unpublished	Maja	Infected Leaf	Unknown	Yellow Rust	Sigetec	Croatia	Unknown	Unknown	raw_reads/16_0139/R1.fq.gz	raw_reads/16_0139/R2.fq.gz	Nikola Ettinger
Adams et al., in press	16.0140	16_0140	2016/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Utrera	Spain	Unknown	Unknown	raw_reads/16_0140/R1.fq.gz	raw_reads/16_0140/R2.fq.gz	Jose Antonio Torres
Adams et al., in press	16.0141	16_0141	2016/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Estero	Infected Leaf	Unknown	Yellow Rust	Unpublished	Estero	Infected Leaf	Unknown	Yellow Rust	Lebrija	Spain	Unknown	Unknown	raw_reads/16_0141/R1.fq.gz	raw_reads/16_0141/R2.fq.gz	Jose Antonio Torres
Adams et al., in press	16.0161	16_0161	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/16_0161/R1.fq.gz	raw_reads/16_0161/R2.fq.gz	Cameron Hale
Adams et al., in press	16.0590	16_0590	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Almacelles	Spain	Unknown	Unknown	raw_reads/16_0590/R1.fq.gz	raw_reads/16_0590/R2.fq.gz	BASF
Adams et al., in press	16.0591	16_0591	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Almacelles	Spain	Unknown	Unknown	raw_reads/16_0591/R1.fq.gz	raw_reads/16_0591/R2.fq.gz	BASF
Adams et al., in press	16.0592	16_0592	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Almacelles	Spain	Unknown	Unknown	raw_reads/16_0592/R1.fq.gz	raw_reads/16_0592/R2.fq.gz	BASF
Adams et al., in press	16.0593	16_0593	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Almacelles	Spain	Unknown	Unknown	raw_reads/16_0593/R1.fq.gz	raw_reads/16_0593/R2.fq.gz	BASF
Adams et al., in press	16.0597	16_0597	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	Unpublished	Trapez	Infected Leaf	Unknown	Yellow Rust	Écouis	France	Unknown	Unknown	raw_reads/16_0597/R1.fq.gz	raw_reads/16_0597/R2.fq.gz	BASF
Adams et al., in press	16.0598	16_0598	2016/05/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	Unpublished	Trapez	Infected Leaf	Unknown	Yellow Rust	Louvigny	France	Unknown	Unknown	raw_reads/16_0598/R1.fq.gz	raw_reads/16_0598/R2.fq.gz	BASF
Adams et al., in press	16.0599	16_0599	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Ludlow	UK	Unknown	Unknown	raw_reads/16_0599/R1.fq.gz	raw_reads/16_0599/R2.fq.gz	BASF
Adams et al., in press	16.0601	16_0601	2016/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bohemia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bohemia	Infected Leaf	Unknown	Yellow Rust	Kněževes	Czechia	Unknown	Unknown	raw_reads/16_0601/R1.fq.gz	raw_reads/16_0601/R2.fq.gz	BASF
Adams et al., in press	16.0602	16_0602	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Asano	Infected Leaf	Unknown	Yellow Rust	Přerov	Czechia	Unknown	Unknown	raw_reads/16_0602/R1.fq.gz	raw_reads/16_0602/R2.fq.gz	BASF
Adams et al., in press	16.0626	16_0626	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Princeps	Infected Leaf	Unknown	Yellow Rust	Unpublished	Princeps	Infected Leaf	Unknown	Yellow Rust	Sroda Wielkopolska	Poland	Unknown	Unknown	raw_reads/16_0626/R1.fq.gz	raw_reads/16_0626/R2.fq.gz	Szymon
Adams et al., in press	16.0627	16_0627	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Arkadia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Arkadia	Infected Leaf	Unknown	Yellow Rust	Sroda Wielkopolska	Poland	Unknown	Unknown	raw_reads/16_0627/R1.fq.gz	raw_reads/16_0627/R2.fq.gz	Szymon
Adams et al., in press	16.0660	16_0660	2016/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Mediator	Infected Leaf	Unknown	Yellow Rust	Unpublished	Mediator	Infected Leaf	Unknown	Yellow Rust	Wirdum	The Netherlands	Unknown	Unknown	raw_reads/16_0660/R1.fq.gz	raw_reads/16_0660/R2.fq.gz	BASF
Adams et al., in press	16.0662	16_0662	2016/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Lion	Infected Leaf	Unknown	Yellow Rust	Unpublished	Lion	Infected Leaf	Unknown	Yellow Rust	Nieuw Beerta	The Netherlands	Unknown	Unknown	raw_reads/16_0662/R1.fq.gz	raw_reads/16_0662/R2.fq.gz	BASF
Adams et al., in press	16.0665	16_0665	2016/06/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Madejka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Madejka	Infected Leaf	Unknown	Yellow Rust	Borovnica	Slovenia	Unknown	Unknown	raw_reads/16_0665/R1.fq.gz	raw_reads/16_0665/R2.fq.gz	M. Sekerkovat
Adams et al., in press	16.0675	16_0675	2016/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alixan	Infected Leaf	Unknown	Yellow Rust	Unpublished	Alixan	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/16_0675/R1.fq.gz	raw_reads/16_0675/R2.fq.gz	Talbourdet
Adams et al., in press	16.0676	16_0676	2016/06/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kelvin	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kelvin	Infected Leaf	Unknown	Yellow Rust	Westmaas	The Netherlands	Unknown	Unknown	raw_reads/16_0676/R1.fq.gz	raw_reads/16_0676/R2.fq.gz	Wammes
Adams et al., in press	16.0677	16_0677	2016/06/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Westmaas	The Netherlands	Unknown	Unknown	raw_reads/16_0677/R1.fq.gz	raw_reads/16_0677/R2.fq.gz	Wammes
Adams et al., in press	17.0001	17_0001	2017/01/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0001/R1.fq.gz	raw_reads/17_0001/R2.fq.gz	Jon Williams
Adams et al., in press	17.0005	17_0005	2017/01/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0005/R1.fq.gz	raw_reads/17_0005/R2.fq.gz	Jon Williams
Adams et al., in press	17.0218	17_0218	2017/06/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Natula	Infected Leaf	Unknown	Yellow Rust	Unpublished	Natula	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/17_0218/R1.fq.gz	raw_reads/17_0218/R2.fq.gz	Szymon Stuuzik
Adams et al., in press	17.0220	17_0220	2017/06/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Julius	Infected Leaf	Unknown	Yellow Rust	Unpublished	Julius	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/17_0220/R1.fq.gz	raw_reads/17_0220/R2.fq.gz	Szymon Stuuzik
Adams et al., in press	17.0226	17_0226	2017/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Mv Tallér	Infected Leaf	Unknown	Yellow Rust	Unpublished	Mv Tallér	Infected Leaf	Unknown	Yellow Rust	Sárbogárdi Járás	Hungary	Unknown	Unknown	raw_reads/17_0226/R1.fq.gz	raw_reads/17_0226/R2.fq.gz	Tanais Adem
Adams et al., in press	17.0228	17_0228	2017/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Kocs	Hungary	Unknown	Unknown	raw_reads/17_0228/R1.fq.gz	raw_reads/17_0228/R2.fq.gz	Tanais Adem
Adams et al., in press	17.0230	17_0230	2017/06/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Arkadia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Arkadia	Infected Leaf	Unknown	Yellow Rust	Widawa	Poland	Unknown	Unknown	raw_reads/17_0230/R1.fq.gz	raw_reads/17_0230/R2.fq.gz	Szymon Stuuzik
Adams et al., in press	17.0232	17_0232	2017/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kerubino	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kerubino	Infected Leaf	Unknown	Yellow Rust	Ludwigshafen	Germany	Unknown	Unknown	raw_reads/17_0232/R1.fq.gz	raw_reads/17_0232/R2.fq.gz	F. Moechlinghoff
Adams et al., in press	17.0233	17_0233	2017/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kerubino	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kerubino	Infected Leaf	Unknown	Yellow Rust	Ludwigshafen	Germany	Unknown	Unknown	raw_reads/17_0233/R1.fq.gz	raw_reads/17_0233/R2.fq.gz	F. Moechlinghoff
Adams et al., in press	17.0235	17_0235	2017/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hysun	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hysun	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/17_0235/R1.fq.gz	raw_reads/17_0235/R2.fq.gz	Jean-Charles Talbon
Adams et al., in press	17.0238	17_0238	2017/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Benchmark	Infected Leaf	Unknown	Yellow Rust	Unpublished	Benchmark	Infected Leaf	Unknown	Yellow Rust	Seelze	Germany	Unknown	Unknown	raw_reads/17_0238/R1.fq.gz	raw_reads/17_0238/R2.fq.gz	Jochen Prochnow
Adams et al., in press	17.0239	17_0239	2017/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Matrix	Infected Leaf	Unknown	Yellow Rust	Unpublished	Matrix	Infected Leaf	Unknown	Yellow Rust	Seelze	Germany	Unknown	Unknown	raw_reads/17_0239/R1.fq.gz	raw_reads/17_0239/R2.fq.gz	Jochen Prochnow
Adams et al., in press	17.0240	17_0240	2017/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	Unpublished	Trapez	Infected Leaf	Unknown	Yellow Rust	Les Andelys	France	Unknown	Unknown	raw_reads/17_0240/R1.fq.gz	raw_reads/17_0240/R2.fq.gz	Martel
Adams et al., in press	17.0241	17_0241	2017/07/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alixan	Infected Leaf	Unknown	Yellow Rust	Unpublished	Alixan	Infected Leaf	Unknown	Yellow Rust	France	France	Unknown	Unknown	raw_reads/17_0241/R1.fq.gz	raw_reads/17_0241/R2.fq.gz	C. Driat
Adams et al., in press	17.0002	17_0002	2017/01/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0002/R1.fq.gz	raw_reads/17_0002/R2.fq.gz	Jon Williams
Adams et al., in press	17.0003	17_0003	2017/01/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0003/R1.fq.gz	raw_reads/17_0003/R2.fq.gz	Jon Williams
Adams et al., in press	17.0065	17_0065	2017/03/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Foscot	UK	Unknown	Unknown	raw_reads/17_0065/R1.fq.gz	raw_reads/17_0065/R2.fq.gz	P. Metson
Adams et al., in press	17.0067	17_0067	2017/03/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Leeds	Infected Leaf	Unknown	Yellow Rust	Unpublished	Leeds	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0067/R1.fq.gz	raw_reads/17_0067/R2.fq.gz	M. Tzortzi
Adams et al., in press	17.0072	17_0072	2017/05/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Puerto de Santa Maria	Spain	Unknown	Unknown	raw_reads/17_0072/R1.fq.gz	raw_reads/17_0072/R2.fq.gz	Alfredo Alaheda
Adams et al., in press	17.0074	17_0074	2017/05/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	Unknown	Yellow Rust	Lebrija	Spain	Unknown	Unknown	raw_reads/17_0074/R1.fq.gz	raw_reads/17_0074/R2.fq.gz	Alfredo Alaheda
Adams et al., in press	17.0076	17_0076	2017/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Irenerio	Infected Leaf	Unknown	Yellow Rust	Orzzano dell'Emilia	Italy	Unknown	Unknown	raw_reads/17_0076/R1.fq.gz	raw_reads/17_0076/R2.fq.gz	Federico Cavina
Adams et al., in press	17.0078	17_0078	2017/05/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Irenerio	Infected Leaf	Unknown	Yellow Rust	Conselice	Italy	Unknown	Unknown	raw_reads/17_0078/R1.fq.gz	raw_reads/17_0078/R2.fq.gz	Federico Cavina
Adams et al., in press	17.0081	17_0081	2017/05/29	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Benchmark	Infected Leaf	Unknown	Yellow Rust	Unpublished	Benchmark	Infected Leaf	Unknown	Yellow Rust	Hank	The Netherlands	Unknown	Unknown	raw_reads/17_0081/R1.fq.gz	raw_reads/17_0081/R2.fq.gz	A. Wammes
Adams et al., in press	17.0082	17_0082	2017/05/29	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cellule	Infected Leaf	Unknown	Yellow Rust	Unpublished	Cellule	Infected Leaf	Unknown	Yellow Rust	Skenhuis	The Netherlands	Unknown	Unknown	raw_reads/17_0082/R1.fq.gz	raw_reads/17_0082/R2.fq.gz	R. Scholteus
Adams et al., in press	17.0084	17_0084	2017/05/29	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bergamo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bergamo	Infected Leaf	Unknown	Yellow Rust	De Vries	The Netherlands	Unknown	Unknown	raw_reads/17_0084/R1.fq.gz	raw_reads/17_0084/R2.fq.gz	R. Scholteus
Adams et al., in press	17.0086	17_0086	2017/05/29	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Lion	Infected Leaf	Unknown	Yellow Rust	Unpublished	Lion	Infected Leaf	Unknown	Yellow Rust	Schulten beld	The Netherlands	Unknown	Unknown	raw_reads/17_0086/R1.fq.gz	raw_reads/17_0086/R2.fq.gz	R. Scholteus
Adams et al., in press	17.0104	17_0104	2017/04/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	LG Motown	Infected Leaf	Unknown	Yellow Rust	Unpublished	LG Motown	Infected Leaf	Unknown	Yellow Rust	Stonham Aspal	UK	Unknown	Unknown	raw_reads/17_0104/R1.fq.gz	raw_reads/17_0104/R2.fq.gz	Matthew Keane
Adams et al., in press	17.0118	17_0118	2017/04/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Siskin	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Siskin	Infected Leaf	Unknown	Yellow Rust	Rougham (Suffolk)	UK	Unknown	Unknown	raw_reads/17_0118/R1.fq.gz	raw_reads/17_0118/R2.fq.gz	Matthew Keane
Adams et al., in press	15.0612	15_0612	2015/10/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Adigulo AS	Ethiopia	Unknown	Unknown	raw_reads/15_0612/R1.fq.gz	raw_reads/15_0612/R2.fq.gz	David Hodson
Adams et al., in press	15.0613	15_0613	2015/10/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Mekana	Ethiopia	Unknown	Unknown	raw_reads/15_0613/R1.fq.gz	raw_reads/15_0613/R2.fq.gz	David Hodson
Adams et al., in press	15.0624	15_0624	2015/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/15_0624/R1.fq.gz	raw_reads/15_0624/R2.fq.gz	David Hodson
Adams et al., in press	15.0625	15_0625	2015/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/15_0625/R1.fq.gz	raw_reads/15_0625/R2.fq.gz	David Hodson
Adams et al., in press	15.0627	15_0627	2015/11/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Huluka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Huluka	Infected Leaf	Unknown	Yellow Rust	Kasowera	Ethiopia	Unknown	Unknown	raw_reads/15_0627/R1.fq.gz	raw_reads/15_0627/R2.fq.gz	David Hodson
Adams et al., in press	16.0740	16_0740	2016/11/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Digalu	Infected Leaf	Unknown	Yellow Rust	Kora	Ethiopia	Unknown	Unknown	raw_reads/16_0740/R1.fq.gz	raw_reads/16_0740/R2.fq.gz	David Hodson
Adams et al., in press	16.0741	16_0741	2016/11/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Digalu	Infected Leaf	Unknown	Yellow Rust	Kora	Ethiopia	Unknown	Unknown	raw_reads/16_0741/R1.fq.gz	raw_reads/16_0741/R2.fq.gz	David Hodson
Adams et al., in press	16.0742	16_0742	2016/11/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Digalu	Infected Leaf	Unknown	Yellow Rust	Kora	Ethiopia	Unknown	Unknown	raw_reads/16_0742/R1.fq.gz	raw_reads/16_0742/R2.fq.gz	David Hodson
Adams et al., in press	16.0778	16_0778	2016/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0778/R1.fq.gz	raw_reads/16_0778/R2.fq.gz	Ayele Badebo and Bekele Abeyo
Adams et al., in press	18.0004	18_0004	2018/02/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Rwerere	Rwanda	Unknown	Unknown	raw_reads/18_0004/R1.fq.gz	raw_reads/18_0004/R2.fq.gz	David Hodson
Adams et al., in press	18.0010	18_0010	2018/03/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Gumasokhaka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Gumasokhaka	Infected Leaf	Unknown	Yellow Rust	Punakha	Bhutan	Unknown	Unknown	raw_reads/18_0010/R1.fq.gz	raw_reads/18_0010/R2.fq.gz	David Hodson
Adams et al., in press	16.0777	16_0777	2016/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0777/R1.fq.gz	raw_reads/16_0777/R2.fq.gz	Ayele Badebo and Bekele Abeyo
