secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	17.0588	17_0588	2017/11/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Topacio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Topacio (Durum Wheat)	Infected Leaf	Unknown	Yellow Rust	Bordenave	Argentina	Unknown	Unknown	raw_reads/17_0588/R1.fq.gz	raw_reads/17_0588/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	17.0590	17_0590	2017/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Unknown	Yellow Rust	Pergamino	Argentina	Unknown	Unknown	raw_reads/17_0590/R1.fq.gz	raw_reads/17_0590/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	17.0591	17_0591	2017/11/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Pergamino	Argentina	Unknown	Unknown	raw_reads/17_0591/R1.fq.gz	raw_reads/17_0591/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	15.0070	15_0070	2015/05/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0070/R1.fq.gz	raw_reads/15_0070/R2.fq.gz	Aleksandar Vojisavljevic
Adams et al., in press	15.0072	15_0072	2015/05/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0072/R1.fq.gz	raw_reads/15_0072/R2.fq.gz	Aleksandar Vojisavljevic
Adams et al., in press	15.0073	15_0073	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Rimski Šančevi	Serbia	Unknown	Unknown	raw_reads/15_0073/R1.fq.gz	raw_reads/15_0073/R2.fq.gz	Aleksandar Vojisavljevic
Adams et al., in press	15.0075	15_0075	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	Unknown	Yellow Rust	Krčedin	Serbia	Unknown	Unknown	raw_reads/15_0075/R1.fq.gz	raw_reads/15_0075/R2.fq.gz	Aleksandar Vojisavljevic
Adams et al., in press	17.0245	17_0245	2017/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zvezdana	Infected Leaf	BBCH 59	Yellow Rust	Unpublished	Zvezdana	Infected Leaf	BBCH 59	Yellow Rust	Konak	Serbia	20	Unknown	raw_reads/17_0245/R1.fq.gz	raw_reads/17_0245/R2.fq.gz	Radivoje Jevtić
Adams et al., in press	17.0255	17_0255	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Sremica	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	Sremica	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	40	Unknown	raw_reads/17_0255/R1.fq.gz	raw_reads/17_0255/R2.fq.gz	Radivoje Jevtić
Adams et al., in press	17.0256	17_0256	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Nizija	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	Nizija	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	40	Unknown	raw_reads/17_0256/R1.fq.gz	raw_reads/17_0256/R2.fq.gz	Radivoje Jevtić
Adams et al., in press	17.0257	17_0257	2017/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	MV-14	Infected Leaf	BBCH 61-65	Yellow Rust	Unpublished	MV-14	Infected Leaf	BBCH 61-65	Yellow Rust	Rimski Šančevi	Serbia	80	Unknown	raw_reads/17_0257/R1.fq.gz	raw_reads/17_0257/R2.fq.gz	Radivoje Jevtić
Adams et al., in press	15.0192	15_0192	2015/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Norwich	UK	Unknown	Unknown	raw_reads/15_0192/R1.fq.gz	raw_reads/15_0192/R2.fq.gz	Clare Lewis
Adams et al., in press	14.0106	14_0106	2014/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0106/R1.fq.gz	raw_reads/14_0106/R2.fq.gz	James Brown
Adams et al., in press	17.0010	17_0010	2017/05/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/17_0010/R1.fq.gz	raw_reads/17_0010/R2.fq.gz	Clare Lewis
Adams et al., in press	17.0020	17_0020	2017/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	EW4038	Infected Leaf	Unknown	Yellow Rust	Unpublished	EW4038	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/17_0020/R1.fq.gz	raw_reads/17_0020/R2.fq.gz	Clare Lewis
Adams et al., in press	Sol 27.6.18	Sol_27_6_18	2018/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/Sol_27_6_18/R1.fq.gz	raw_reads/Sol_27_6_18/R2.fq.gz	Clare Lewis
Adams et al., in press	14.0272	14_0272	2014/10/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Unpublished	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	MauNarok	Kenya	Unknown	Unknown	raw_reads/14_0272/R1.fq.gz	raw_reads/14_0272/R2.fq.gz	Ruth Wanyera
Adams et al., in press	14.0274	14_0274	2014/10/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kwale	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kwale	Infected Leaf	Unknown	Yellow Rust	MauNarok	Kenya	Unknown	Unknown	raw_reads/14_0274/R1.fq.gz	raw_reads/14_0274/R2.fq.gz	Ruth Wanyera
Adams et al., in press	14.0275	14_0275	2014/12/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Mau Summit	Kenya	Unknown	Unknown	raw_reads/14_0275/R1.fq.gz	raw_reads/14_0275/R2.fq.gz	Ruth Wanyera
Adams et al., in press	14.0277	14_0277	2014/12/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robin	Infected Leaf	Unknown	Yellow Rust	Unpublished	Robin	Infected Leaf	Unknown	Yellow Rust	Judea	Kenya	Unknown	Unknown	raw_reads/14_0277/R1.fq.gz	raw_reads/14_0277/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0456	17_0456	2017/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Kenya	Kenya	Unknown	Unknown	raw_reads/17_0456/R1.fq.gz	raw_reads/17_0456/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0464	17_0464	2017/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Narok	Kenya	Unknown	Unknown	raw_reads/17_0464/R1.fq.gz	raw_reads/17_0464/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0469	17_0469	2017/07/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Unpublished	KS Mwamba	Infected Leaf	Unknown	Yellow Rust	Ngenia	Kenya	Unknown	Unknown	raw_reads/17_0469/R1.fq.gz	raw_reads/17_0469/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0474	17_0474	2017/08/01	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Kenya	Kenya	Unknown	Unknown	raw_reads/17_0474/R1.fq.gz	raw_reads/17_0474/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0477	17_0477	2017/09/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Kikapu	Kenya	Unknown	Unknown	raw_reads/17_0477/R1.fq.gz	raw_reads/17_0477/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0479	17_0479	2017/09/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Ngecha	Kenya	Unknown	Unknown	raw_reads/17_0479/R1.fq.gz	raw_reads/17_0479/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0480	17_0480	2017/09/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Cheptiret	Kenya	Unknown	Unknown	raw_reads/17_0480/R1.fq.gz	raw_reads/17_0480/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0481	17_0481	2017/09/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Kenya	Kenya	Unknown	Unknown	raw_reads/17_0481/R1.fq.gz	raw_reads/17_0481/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0482	17_0482	2017/09/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Moiben	Kenya	Unknown	Unknown	raw_reads/17_0482/R1.fq.gz	raw_reads/17_0482/R2.fq.gz	Ruth Wanyera
Adams et al., in press	17.0484	17_0484	2017/11/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Unpublished	NJRBW2	Infected Leaf	Unknown	Yellow Rust	Siwot Keringet	Kenya	Unknown	Unknown	raw_reads/17_0484/R1.fq.gz	raw_reads/17_0484/R2.fq.gz	Ruth Wanyera
Adams et al., in press	15.0022	15_0022	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Loft	Infected Leaf	EC 31-37	Yellow Rust	Unpublished	KWS Loft	Infected Leaf	EC 31-37	Yellow Rust	Wetze	Germany	40	None	raw_reads/15_0022/R1.fq.gz	raw_reads/15_0022/R2.fq.gz	Nina Pfeiffer and Hendrik Ebbighausen
Adams et al., in press	15.0023	15_0023	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	EC 31-37	Yellow Rust	Unpublished	JB Asano	Infected Leaf	EC 31-37	Yellow Rust	Wetze	Germany	30	None	raw_reads/15_0023/R1.fq.gz	raw_reads/15_0023/R2.fq.gz	Nina Pfeiffer and Hendrik Ebbighausen
Adams et al., in press	15.0108	15_0108	2015/05/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Modern	Infected Leaf	Heading	Yellow Rust	Unpublished	Modern	Infected Leaf	Heading	Yellow Rust	Proviseux	France	30	Unknown	raw_reads/15_0108/R1.fq.gz	raw_reads/15_0108/R2.fq.gz	Momont Philippe
Adams et al., in press	15.0109	15_0109	2015/05/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hywin	Infected Leaf	Heading	Yellow Rust	Unpublished	Hywin	Infected Leaf	Heading	Yellow Rust	Proviseux	France	80	Unknown	raw_reads/15_0109/R1.fq.gz	raw_reads/15_0109/R2.fq.gz	Momont Philippe
Adams et al., in press	15.0110	15_0110	2015/05/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Modern	Infected Leaf	Heading	Yellow Rust	Unpublished	Modern	Infected Leaf	Heading	Yellow Rust	Meurchin	France	80	Unknown	raw_reads/15_0110/R1.fq.gz	raw_reads/15_0110/R2.fq.gz	Momont Philippe
Adams et al., in press	15.0139	15_0139	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Asano	Infected Leaf	Unknown	Yellow Rust	Wohlde	Germany	10	Unknown	raw_reads/15_0139/R1.fq.gz	raw_reads/15_0139/R2.fq.gz	KWS Lochow
Adams et al., in press	15.0140	15_0140	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Loft	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Loft	Infected Leaf	Unknown	Yellow Rust	Wohlde	Germany	5	Unknown	raw_reads/15_0140/R1.fq.gz	raw_reads/15_0140/R2.fq.gz	KWS Lochow
Adams et al., in press	15.0208	15_0208	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	BBCH 45	Yellow Rust	Unpublished	JB Asano	Infected Leaf	BBCH 45	Yellow Rust	Selingenstadt	Germany	Unknown	Unknown	raw_reads/15_0208/R1.fq.gz	raw_reads/15_0208/R2.fq.gz	Judith Manger
Adams et al., in press	15.0209	15_0209	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Loft	Infected Leaf	BBCH 45	Yellow Rust	Unpublished	KWS Loft	Infected Leaf	BBCH 45	Yellow Rust	Selingenstadt	Germany	Unknown	Unknown	raw_reads/15_0209/R1.fq.gz	raw_reads/15_0209/R2.fq.gz	Judith Manger
Adams et al., in press	15.0231	15_0231	2015/06/01	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cordiale	Infected Leaf	Heading	Yellow Rust	Unpublished	Cordiale	Infected Leaf	Heading	Yellow Rust	Newton	UK	10	Unknown	raw_reads/15_0231/R1.fq.gz	raw_reads/15_0231/R2.fq.gz	Jacob Lage
Adams et al., in press	15.0242	15_0242	2015	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ripper	Infected Leaf	Unknown	Yellow Rust	Unpublished	Ripper	Infected Leaf	Unknown	Yellow Rust	Momont	France	Unknown	Unknown	raw_reads/15_0242/R1.fq.gz	raw_reads/15_0242/R2.fq.gz	KWS Mormont
Adams et al., in press	15.0245	15_0245	2015	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Recital	Infected Leaf	Unknown	Yellow Rust	Unpublished	Recital	Infected Leaf	Unknown	Yellow Rust	Momont	France	Unknown	Unknown	raw_reads/15_0245/R1.fq.gz	raw_reads/15_0245/R2.fq.gz	KWS Mormont
Adams et al., in press	15.0405	15_0405	2015/06/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cougar	Infected Leaf	GS 71	Yellow Rust	Unpublished	Cougar	Infected Leaf	GS 71	Yellow Rust	Melton Mowbray	UK	1	None	raw_reads/15_0405/R1.fq.gz	raw_reads/15_0405/R2.fq.gz	John Rides
Adams et al., in press	15.0407	15_0407	2015/06/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cordiale	Infected Leaf	GS 71	Yellow Rust	Unpublished	Cordiale	Infected Leaf	GS 71	Yellow Rust	Melton Mowbray	UK	20	None	raw_reads/15_0407/R1.fq.gz	raw_reads/15_0407/R2.fq.gz	John Rides
Adams et al., in press	15.0408	15_0408	2015/06/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	GS 71	Yellow Rust	Unpublished	Reflection	Infected Leaf	GS 71	Yellow Rust	Melton Mowbray	UK	15	None	raw_reads/15_0408/R1.fq.gz	raw_reads/15_0408/R2.fq.gz	John Rides
Adams et al., in press	16.0121	16_0121	2016/03/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Newton	UK	Unknown	Unknown	raw_reads/16_0121/R1.fq.gz	raw_reads/16_0121/R2.fq.gz	Jacob Lage
Adams et al., in press	16.0122	16_0122	2016/03/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Newton	UK	Unknown	Unknown	raw_reads/16_0122/R1.fq.gz	raw_reads/16_0122/R2.fq.gz	Jacob Lage
Adams et al., in press	16.0604	16_0604	2016/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Fowlmere	UK	Unknown	Unknown	raw_reads/16_0604/R1.fq.gz	raw_reads/16_0604/R2.fq.gz	KWS
Adams et al., in press	16.0605	16_0605	2016/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Allonnes	France	Unknown	Unknown	raw_reads/16_0605/R1.fq.gz	raw_reads/16_0605/R2.fq.gz	KWS
Adams et al., in press	16.0608	16_0608	2016/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Allonnes	France	Unknown	Unknown	raw_reads/16_0608/R1.fq.gz	raw_reads/16_0608/R2.fq.gz	KWS
Adams et al., in press	16.0647	16_0647	2016/06/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Northeim	Germany	Unknown	Unknown	raw_reads/16_0647/R1.fq.gz	raw_reads/16_0647/R2.fq.gz	KWS
Adams et al., in press	15.0080	15_0080	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ohio	Infected Leaf	33	Yellow Rust	Unpublished	Ohio	Infected Leaf	33	Yellow Rust	Österlen	Sweden	20	Unknown	raw_reads/15_0080/R1.fq.gz	raw_reads/15_0080/R2.fq.gz	Tina Henriksson
Adams et al., in press	15.0082	15_0082	2015/05/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Sj8547301	Infected Leaf	33	Yellow Rust	Unpublished	Sj8547301	Infected Leaf	33	Yellow Rust	Österlen	Sweden	25	Unknown	raw_reads/15_0082/R1.fq.gz	raw_reads/15_0082/R2.fq.gz	Tina Henriksson
Adams et al., in press	16.0184	16_0184	2016/05/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hereford	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	20	None	raw_reads/16_0184/R1.fq.gz	raw_reads/16_0184/R2.fq.gz	Tina Henriksson
Adams et al., in press	16.0191	16_0191	2016/06/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Elixer	Infected Leaf	Flowering	Yellow Rust	Unpublished	Elixer	Infected Leaf	Flowering	Yellow Rust	Svalöv	Sweden	Unknown	None	raw_reads/16_0191/R1.fq.gz	raw_reads/16_0191/R2.fq.gz	Tina Henriksson
Adams et al., in press	16.0220	16_0220	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Norin	Infected Leaf	Unknown	Yellow Rust	Unpublished	Norin	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	Unknown	None	raw_reads/16_0220/R1.fq.gz	raw_reads/16_0220/R2.fq.gz	Tina Henriksson
Adams et al., in press	16.0526	16_0526	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Borrby	Sweden	Unknown	None	raw_reads/16_0526/R1.fq.gz	raw_reads/16_0526/R2.fq.gz	Tina Henriksson
Adams et al., in press	17.0032	17_0032	2017/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	Unknown	Unknown	raw_reads/17_0032/R1.fq.gz	raw_reads/17_0032/R2.fq.gz	Tina Henriksson
Adams et al., in press	15.0055	15_0055	2015/04/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Califa Sur	Infected Leaf	58/10.5	Yellow Rust	Unpublished	Califa Sur	Infected Leaf	58/10.5	Yellow Rust	Jerez	Spain	80	None	raw_reads/15_0055/R1.fq.gz	raw_reads/15_0055/R2.fq.gz	Manuel Infantes
Adams et al., in press	15.0057	15_0057	2015/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alkimides	Infected Leaf	50/10.1	Yellow Rust	Unpublished	Alkimides	Infected Leaf	50/10.1	Yellow Rust	Santa Cruz de Tenerife	Spain	15	None	raw_reads/15_0057/R1.fq.gz	raw_reads/15_0057/R2.fq.gz	Manuel Infantes
Adams et al., in press	15.0058	15_0058	2015/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	50/10.1	Yellow Rust	Unpublished	Unknown	Infected Leaf	50/10.1	Yellow Rust	Santa Cruz de Tenerife	Spain	10	None	raw_reads/15_0058/R1.fq.gz	raw_reads/15_0058/R2.fq.gz	Manuel Infantes
Adams et al., in press	15.0060	15_0060	2015/05/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Nogal	Infected Leaf	60	Yellow Rust	Unpublished	Nogal	Infected Leaf	60	Yellow Rust	Elorz	Spain	60	None	raw_reads/15_0060/R1.fq.gz	raw_reads/15_0060/R2.fq.gz	Enrique Sánchez-Monge
Adams et al., in press	15.0061	15_0061	2015/05/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Camargo	Infected Leaf	60	Yellow Rust	Unpublished	Camargo	Infected Leaf	60	Yellow Rust	Elorz	Spain	70	None	raw_reads/15_0061/R1.fq.gz	raw_reads/15_0061/R2.fq.gz	Enrique Sánchez-Monge
Adams et al., in press	15.0063	15_0063	2015/05/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Avispa	Infected Leaf	71	Yellow Rust	Unpublished	Avispa (Durum Wheat)	Infected Leaf	71	Yellow Rust	Medigorría	Spain	20	None	raw_reads/15_0063/R1.fq.gz	raw_reads/15_0063/R2.fq.gz	Enrique Sánchez-Monge
Adams et al., in press	15.0085	15_0085	2015/05/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Tilman	Infected Leaf	BBCH 39	Yellow Rust	Unpublished	Tilman	Infected Leaf	BBCH 39	Yellow Rust	Hrubčice	Czechia	40	Unknown	raw_reads/15_0085/R1.fq.gz	raw_reads/15_0085/R2.fq.gz	Tomáš Nováček
Adams et al., in press	15.0087	15_0087	2015/05/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Matahari	Infected Leaf	BBCH 45	Yellow Rust	Unpublished	RGT Matahari	Infected Leaf	BBCH 45	Yellow Rust	Hrubčice	Czechia	40	Unknown	raw_reads/15_0087/R1.fq.gz	raw_reads/15_0087/R2.fq.gz	Tomáš Nováček
Adams et al., in press	15.0341	15_0341	2015/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Invicta	Infected Leaf	80	Yellow Rust	Unpublished	Invicta	Infected Leaf	80	Yellow Rust	Osgodby	UK	35	None	raw_reads/15_0341/R1.fq.gz	raw_reads/15_0341/R2.fq.gz	Paul Fenwick
Adams et al., in press	15.0342	15_0342	2015/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	80	Yellow Rust	Unpublished	Kranich	Infected Leaf	80	Yellow Rust	Osgodby	UK	25	None	raw_reads/15_0342/R1.fq.gz	raw_reads/15_0342/R2.fq.gz	Paul Fenwick
