target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5159.91	210	3.66954
JGI_V11_PST130_P503541	219	61.5068	104	152.456
JGI_V11_PST130_P498510	1161	974.909	6	0.554909
JGI_V11_PST130_P503165	1641	1454.91	215	13.3241
JGI_V11_PST130_P496996	447	262.823	0	0
JGI_V11_PST130_P502966	2937	2750.91	42	1.3766
JGI_V11_PST130_P498074	2010	1823.91	276	13.644
JGI_V11_PST130_P501125	3144	2957.91	77	2.34715
JGI_V11_PST130_P503365	279	105.979	0	0
JGI_V11_PST130_P488246	2262	2075.91	2.00312	0.0870027
JGI_V11_PST130_P489680	447	262.823	1161	398.293
JGI_V11_PST130_P491731	702	516.062	12	2.09659
JGI_V11_PST130_P489797	1905	1718.91	190	9.96633
JGI_V11_PST130_P488272	1746	1559.91	518	29.9409
JGI_V11_PST130_P490013	300	123.844	176	128.137
JGI_V11_PST130_P491856	342	161.755	0	0
JGI_V11_PST130_P492558	207	54.0249	0	0
JGI_V11_PST130_P502991	510	324.957	27	7.49157
JGI_V11_PST130_P492967	462	277.556	0	0
JGI_V11_PST130_P488313	279	105.979	54	45.9417
JGI_V11_PST130_P491144	432	248.103	0	0
JGI_V11_PST130_P500947	804	617.963	19	2.77221
JGI_V11_PST130_P493370	399	215.908	589	245.969
JGI_V11_PST130_P499615	1506	1319.91	68	4.64515
JGI_V11_PST130_P503304	537	351.729	170	43.5788
JGI_V11_PST130_P494788	231	69.5576	0	0
JGI_V11_PST130_P504103	906	719.919	186	23.2951
JGI_V11_PST130_P495319	2436	2249.91	214	8.57597
JGI_V11_PST130_P497124	294	118.569	0	0
JGI_V11_PST130_P491965	375	192.827	0	0
JGI_V11_PST130_P488308	666	480.129	2296	431.17
JGI_V11_PST130_P491674	2043	1856.91	52	2.52492
JGI_V11_PST130_P494706	576	390.451	2	0.461847
JGI_V11_PST130_P488584	480	295.282	124	37.8633
JGI_V11_PST130_P493395	1491	1304.91	29	2.00379
JGI_V11_PST130_P490089	1782	1595.91	389	21.9774
JGI_V11_PST130_P500912	1266	1079.91	12	1.00191
JGI_V11_PST130_P502633	1185	998.909	173	15.6155
JGI_V11_PST130_P500952	318	139.757	3	1.93545
JGI_V11_PST130_P488977	648	462.173	22	4.29193
JGI_V11_PST130_P488868	2169	1982.91	117	5.32007
JGI_V11_PST130_P488493	210	55.8296	0	0
JGI_V11_PST130_P487031	843	656.937	7	0.960746
JGI_V11_PST130_P496079	1158	971.909	521	48.3333
JGI_V11_PST130_P491196	333	153.457	0	0
JGI_V11_PST130_P497923	675	489.103	5	0.921732
JGI_V11_PST130_P488821	633	447.203	0	0
JGI_V11_PST130_P489426	870	683.937	139	18.3245
JGI_V11_PST130_P496630	747	561.026	6	0.96428
JGI_V11_PST130_P491775	861	674.937	115	15.3627
JGI_V11_PST130_P501425	2817	2630.91	43	1.47366
JGI_V11_PST130_P490238	474	289.373	0	0
JGI_V11_PST130_P490063	393	210.097	115	49.3529
JGI_V11_PST130_P503040	1023	836.909	139	14.9751
JGI_V11_PST130_P493931	288	113.444	0	0
JGI_V11_PST130_P501267	279	105.979	154	131.019
JGI_V11_PST130_P498821	1794	1607.91	0	0
JGI_V11_PST130_P490212	504	319.013	0	0
JGI_V11_PST130_P489902	1302	1115.91	0	0
JGI_V11_PST130_P496900	741	555.026	0	0
JGI_V11_PST130_P494460	1602	1415.91	0	0
JGI_V11_PST130_P487409	459	274.624	0	0
JGI_V11_PST130_P498777	384	201.422	0	0
JGI_V11_PST130_P502392	1503	1316.91	4	0.273866
JGI_V11_PST130_P497532	306	129.09	0	0
JGI_V11_PST130_P487727	654	468.141	226	43.5277
JGI_V11_PST130_P488299	1011	824.909	0	0
JGI_V11_PST130_P491334	240	75.8554	0	0
JGI_V11_PST130_P497313	642	456.185	85	16.8001
JGI_V11_PST130_P489001	1788	1601.91	0	0
JGI_V11_PST130_P504390	1446	1259.91	0	0
JGI_V11_PST130_P500016	1002	815.909	139	15.3606
JGI_V11_PST130_P493008	1122	935.909	502	48.362
JGI_V11_PST130_P494101	1206	1019.91	1106	97.7751
JGI_V11_PST130_P501742	1038	851.909	70	7.40866
JGI_V11_PST130_P496689	801	614.963	376	55.1281
JGI_V11_PST130_P502088	1269	1082.91	316	26.3105
JGI_V11_PST130_P492731	681	495.089	598	108.906
JGI_V11_PST130_P501567	762	575.995	4054	634.599
JGI_V11_PST130_P504570	1290	1103.91	265	21.6445
JGI_V11_PST130_P487885	1113	926.909	40	3.89097
JGI_V11_PST130_P494206	534	348.734	1	0.258547
JGI_V11_PST130_P501964	639	453.185	12581	2503.08
JGI_V11_PST130_P486792	2010	1823.91	0	0
JGI_V11_PST130_P489455	480	295.282	12	3.66419
JGI_V11_PST130_P494973	1035	848.909	0	0
JGI_V11_PST130_P493976	936	749.909	0	0
JGI_V11_PST130_P502017	276	103.527	0	0
JGI_V11_PST130_P500300	1596	1409.91	505	32.295
JGI_V11_PST130_P494435	477	292.314	0	0
JGI_V11_PST130_P491202	369	187.133	11	5.30003
JGI_V11_PST130_P500412	1203	1016.91	64	5.67456
JGI_V11_PST130_P497467	420	236.349	4	1.52595
JGI_V11_PST130_P503043	831	644.937	0	0
JGI_V11_PST130_P492782	849	662.937	11	1.49608
JGI_V11_PST130_P498610	1911	1724.91	137	7.16125
JGI_V11_PST130_P493455	2637	2450.91	0	0
JGI_V11_PST130_P487534	699	513.062	15	2.63606
JGI_V11_PST130_P498631	264	93.8627	14	13.4484
JGI_V11_PST130_P490339	294	118.569	0	0
JGI_V11_PST130_P496873	840	653.937	8	1.10303
JGI_V11_PST130_P487910	354	172.98	0	0
JGI_V11_PST130_P487503	1722	1535.91	297	17.4351
JGI_V11_PST130_P494070	201	50.4294	29	51.85
JGI_V11_PST130_P493585	1413	1226.91	23972	1761.68
JGI_V11_PST130_P488392	516	330.917	252	68.662
JGI_V11_PST130_P498851	870	683.937	4	0.527325
JGI_V11_PST130_P492829	117	18.6064	0	0
JGI_V11_PST130_P493271	777	590.979	0	0
JGI_V11_PST130_P495613	774	587.987	0	0
JGI_V11_PST130_P493484	378	195.681	0	0
JGI_V11_PST130_P495946	4101	3914.91	232	5.34319
JGI_V11_PST130_P497574	2142	1955.91	2	0.0921968
JGI_V11_PST130_P491983	657	471.135	17	3.2534
JGI_V11_PST130_P496195	267	96.2419	0	0
JGI_V11_PST130_P504054	1005	818.909	18	1.98185
JGI_V11_PST130_P490755	2886	2699.91	987	32.9612
JGI_V11_PST130_P501765	1053	866.909	0	0
JGI_V11_PST130_P501061	633	447.203	47	9.47605
JGI_V11_PST130_P489801	1974	1787.91	21	1.05903
JGI_V11_PST130_P497974	1311	1124.91	171	13.7061
JGI_V11_PST130_P488004	204	52.238	0	0
JGI_V11_PST130_P490864	735	549.033	7	1.14957
JGI_V11_PST130_P492191	372	189.97	152	72.1426
JGI_V11_PST130_P495805	450	265.773	0	0
JGI_V11_PST130_P488337	399	215.908	23	9.6049
JGI_V11_PST130_P490295	375	192.827	0	0
JGI_V11_PST130_P496430	1320	1133.91	0	0
JGI_V11_PST130_P495878	999	812.909	4	0.443662
JGI_V11_PST130_P499320	3465	3278.91	87	2.39235
JGI_V11_PST130_P496905	825	638.937	150	21.1674
JGI_V11_PST130_P492598	741	555.026	43.1392	7.00799
JGI_V11_PST130_P497826	1191	1004.91	154	13.8175
JGI_V11_PST130_P497736	1356	1169.91	1	0.0770695
JGI_V11_PST130_P500991	933	746.909	98	11.8302
JGI_V11_PST130_P503923	459	274.624	4	1.31328
JGI_V11_PST130_P494286	510	324.957	1	0.277466
JGI_V11_PST130_P490282	213	57.6788	1	1.56321
JGI_V11_PST130_P500155	321	142.448	27	17.09
JGI_V11_PST130_P499954	180	39.1171	0	0
JGI_V11_PST130_P487501	303	126.461	0	0
JGI_V11_PST130_P490087	708	522.055	0	0
JGI_V11_PST130_P493517	588	402.392	8	1.79256
JGI_V11_PST130_P499482	1473	1286.91	25	1.75157
JGI_V11_PST130_P501790	510	324.957	1533	425.355
JGI_V11_PST130_P490816	1440	1253.91	567	40.771
JGI_V11_PST130_P495037	294	118.569	0	0
JGI_V11_PST130_P503937	666	480.129	77	14.46
JGI_V11_PST130_P492483	975	788.909	41	4.68588
JGI_V11_PST130_P499995	252	84.6509	5.0533	5.38243
JGI_V11_PST130_P501418	228	67.4973	0	0
JGI_V11_PST130_P490694	273	101.054	0	0
JGI_V11_PST130_P503187	969	782.909	2	0.230331
JGI_V11_PST130_P488425	1788	1601.91	302	16.9982
JGI_V11_PST130_P488577	1020	833.909	0	0
JGI_V11_PST130_P488373	831	644.937	0	0
JGI_V11_PST130_P493420	528	342.795	350	92.0595
JGI_V11_PST130_P501922	645	459.179	766	150.412
JGI_V11_PST130_P488108	540	354.691	6	1.52523
JGI_V11_PST130_P498955	1197	1010.91	150	13.3787
JGI_V11_PST130_P494961	324	145.169	0	0
JGI_V11_PST130_P503274	549	363.614	121	30.004
JGI_V11_PST130_P493657	270	98.6729	0	0
JGI_V11_PST130_P498071	2532	2345.91	209	8.03285
JGI_V11_PST130_P486917	567	381.513	0	0
JGI_V11_PST130_P491112	840	653.937	0	0
JGI_V11_PST130_P488279	639	453.185	0	0
JGI_V11_PST130_P491657	624	438.233	1	0.205745
JGI_V11_PST130_P500174	1905	1718.91	353	18.5164
JGI_V11_PST130_P499216	744	558.026	27	4.36259
JGI_V11_PST130_P492935	492	307.152	14	4.10969
JGI_V11_PST130_P497213	279	105.979	15	12.7616
JGI_V11_PST130_P502799	870	683.937	146	19.2473
JGI_V11_PST130_P497805	1563	1376.91	8	0.523865
JGI_V11_PST130_P503162	276	103.527	26	22.644
JGI_V11_PST130_P491332	309	131.742	0	0
JGI_V11_PST130_P493716	366	184.298	0	0
JGI_V11_PST130_P503811	753	567.018	0	0
JGI_V11_PST130_P494055	186	42.1581	0	0
JGI_V11_PST130_P494959	222	63.4515	0	0
JGI_V11_PST130_P494283	225	65.4945	14	19.2734
JGI_V11_PST130_P504030	210	55.8296	2942	4751.3
JGI_V11_PST130_P499646	243	77.9966	23	26.588
JGI_V11_PST130_P490856	831	644.937	80	11.1842
JGI_V11_PST130_P496405	300	123.844	6	4.36829
JGI_V11_PST130_P496568	591	405.387	53	11.788
JGI_V11_PST130_P502466	3273	3086.91	214	6.25064
JGI_V11_PST130_P487970	2127	1940.91	330	15.33
JGI_V11_PST130_P501055	351	170.121	10	5.30001
JGI_V11_PST130_P489314	282	108.411	23.2958	19.3749
JGI_V11_PST130_P496994	312	134.434	0	0
JGI_V11_PST130_P503022	3606	3419.91	170	4.48197
JGI_V11_PST130_P488528	666	480.129	13	2.44129
JGI_V11_PST130_P495001	438	254.005	821	291.431
JGI_V11_PST130_P496402	576	390.451	0	0
JGI_V11_PST130_P490741	954	767.909	79	9.27581
JGI_V11_PST130_P497459	837	650.937	20	2.77029
JGI_V11_PST130_P503353	753	567.018	0	0
JGI_V11_PST130_P495825	405	221.715	41	16.6733
JGI_V11_PST130_P499309	2112	1925.91	140	6.55431
JGI_V11_PST130_P498272	1458	1271.91	208	14.7449
JGI_V11_PST130_P491054	663	477.129	0	0
JGI_V11_PST130_P499174	1221	1034.91	112	9.75777
JGI_V11_PST130_P504617	951	764.909	879	103.613
JGI_V11_PST130_P504318	1017	830.909	9	0.976616
JGI_V11_PST130_P502332	3492	3305.91	246	6.70932
JGI_V11_PST130_P504051	696	510.069	9	1.59092
JGI_V11_PST130_P495014	477	292.314	10	3.0845
JGI_V11_PST130_P487484	999	812.909	21	2.32923
JGI_V11_PST130_P498299	543	357.667	260	65.5434
JGI_V11_PST130_P488763	408	224.64	0	0
JGI_V11_PST130_P486654	744	558.026	95	15.3498
JGI_V11_PST130_P492592	630	444.215	0	0
JGI_V11_PST130_P489391	315	137.086	31	20.3894
JGI_V11_PST130_P494921	1743	1556.91	100	5.79124
JGI_V11_PST130_P503328	1191	1004.91	71	6.37039
JGI_V11_PST130_P491904	393	210.097	0	0
JGI_V11_PST130_P498420	318	139.757	37	23.8706
