target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5175.65	12	0.39913
JGI_V11_PST130_P503541	219	65.147	79	208.752
JGI_V11_PST130_P498510	1161	990.648	2	0.347543
JGI_V11_PST130_P503165	1641	1470.65	19	2.22404
JGI_V11_PST130_P496996	447	276.982	0	0
JGI_V11_PST130_P502966	2937	2766.65	2	0.124444
JGI_V11_PST130_P498074	2010	1839.65	47	4.39805
JGI_V11_PST130_P501125	3144	2973.65	15	0.868359
JGI_V11_PST130_P503365	279	113.771	0	0
JGI_V11_PST130_P488246	2262	2091.65	0	0
JGI_V11_PST130_P489680	447	276.982	131	81.4173
JGI_V11_PST130_P491731	702	531.672	0	0
JGI_V11_PST130_P489797	1905	1734.65	15	1.4886
JGI_V11_PST130_P488272	1746	1575.65	86	9.39586
JGI_V11_PST130_P490013	300	132.851	46	59.606
JGI_V11_PST130_P491856	342	173.038	0	0
JGI_V11_PST130_P492558	207	56.9587	0	0
JGI_V11_PST130_P502991	510	339.86	0	0
JGI_V11_PST130_P492967	462	291.929	0	0
JGI_V11_PST130_P488313	279	113.771	27	40.8535
JGI_V11_PST130_P491144	432	262.042	0	0
JGI_V11_PST130_P500947	804	633.672	1	0.271665
JGI_V11_PST130_P493370	399	229.189	142	106.658
JGI_V11_PST130_P499615	1506	1335.65	10	1.28886
JGI_V11_PST130_P503304	537	366.793	95	44.5861
JGI_V11_PST130_P494788	231	73.8564	0	0
JGI_V11_PST130_P504103	906	735.672	12	2.80798
JGI_V11_PST130_P495319	2436	2265.65	24	1.82354
JGI_V11_PST130_P497124	294	127.367	0	0
JGI_V11_PST130_P491965	375	205.438	0	0
JGI_V11_PST130_P488308	666	495.672	965	335.143
JGI_V11_PST130_P491674	2043	1872.65	12	1.10312
JGI_V11_PST130_P494706	576	405.758	0	0
JGI_V11_PST130_P488584	480	309.89	17	9.44362
JGI_V11_PST130_P493395	1491	1320.65	1	0.13035
JGI_V11_PST130_P490089	1782	1611.65	18	1.92265
JGI_V11_PST130_P500912	1266	1095.65	0	0
JGI_V11_PST130_P502633	1185	1014.65	9	1.52695
JGI_V11_PST130_P500952	318	149.937	2	2.29625
JGI_V11_PST130_P488977	648	477.687	2	0.720749
JGI_V11_PST130_P488868	2169	1998.65	3	0.258394
JGI_V11_PST130_P488493	210	58.9228	0	0
JGI_V11_PST130_P487031	843	672.672	0	0
JGI_V11_PST130_P496079	1158	987.648	16	2.78879
JGI_V11_PST130_P491196	333	164.347	0	0
JGI_V11_PST130_P497923	675	504.672	1	0.341105
JGI_V11_PST130_P488821	633	462.717	0	0
JGI_V11_PST130_P489426	870	699.672	45	11.0717
JGI_V11_PST130_P496630	747	576.672	0	0
JGI_V11_PST130_P491775	861	690.672	12	2.99093
JGI_V11_PST130_P501425	2817	2646.65	6	0.390259
JGI_V11_PST130_P490238	474	303.919	0	0
JGI_V11_PST130_P490063	393	223.217	20	15.4241
JGI_V11_PST130_P503040	1023	852.648	23	4.64361
JGI_V11_PST130_P493931	288	121.826	0	0
JGI_V11_PST130_P501267	279	113.771	60	90.7857
JGI_V11_PST130_P498821	1794	1623.65	0	0
JGI_V11_PST130_P490212	504	333.86	0	0
JGI_V11_PST130_P489902	1302	1131.65	0	0
JGI_V11_PST130_P496900	741	570.672	0	0
JGI_V11_PST130_P494460	1602	1431.65	0	0
JGI_V11_PST130_P487409	459	288.929	0	0
JGI_V11_PST130_P498777	384	214.306	1	0.803273
JGI_V11_PST130_P502392	1503	1332.65	0	0
JGI_V11_PST130_P497532	306	138.489	0	0
JGI_V11_PST130_P487727	654	483.687	81	28.8282
JGI_V11_PST130_P488299	1011	840.648	0	0
JGI_V11_PST130_P491334	240	80.7894	0	0
JGI_V11_PST130_P497313	642	471.717	7	2.55455
JGI_V11_PST130_P489001	1788	1617.65	1	0.106418
JGI_V11_PST130_P504390	1446	1275.65	0	0
JGI_V11_PST130_P500016	1002	831.648	3	0.620982
JGI_V11_PST130_P493008	1122	951.648	95	17.1848
JGI_V11_PST130_P494101	1206	1035.65	35	5.81773
JGI_V11_PST130_P501742	1038	867.648	2	0.396811
JGI_V11_PST130_P496689	801	630.672	81	22.1095
JGI_V11_PST130_P502088	1269	1098.65	116	18.1759
JGI_V11_PST130_P492731	681	510.672	150	50.5646
JGI_V11_PST130_P501567	762	591.672	1282	372.996
JGI_V11_PST130_P504570	1290	1119.65	42	6.45751
JGI_V11_PST130_P487885	1113	942.648	2	0.36524
JGI_V11_PST130_P494206	534	363.805	2	0.946365
JGI_V11_PST130_P501964	639	468.717	3841	1410.69
JGI_V11_PST130_P486792	2010	1839.65	0	0
JGI_V11_PST130_P489455	480	309.89	0	0
JGI_V11_PST130_P494973	1035	864.648	0	0
JGI_V11_PST130_P493976	936	765.648	0	0
JGI_V11_PST130_P502017	276	111.11	0	0
JGI_V11_PST130_P500300	1596	1425.65	35	4.22623
JGI_V11_PST130_P494435	477	306.919	0	0
JGI_V11_PST130_P491202	369	199.553	7	6.03862
JGI_V11_PST130_P500412	1203	1032.65	6	1.00022
JGI_V11_PST130_P497467	420	250.099	1	0.688314
JGI_V11_PST130_P503043	831	660.672	0	0
JGI_V11_PST130_P492782	849	678.672	16	4.05843
JGI_V11_PST130_P498610	1911	1740.65	9	0.89008
JGI_V11_PST130_P493455	2637	2466.65	0	0
JGI_V11_PST130_P487534	699	528.672	0	0
JGI_V11_PST130_P498631	264	100.568	2	3.42348
JGI_V11_PST130_P490339	294	127.367	0	0
JGI_V11_PST130_P496873	840	669.672	0	0
JGI_V11_PST130_P487910	354	184.801	0	0
JGI_V11_PST130_P487503	1722	1551.65	12	1.33133
JGI_V11_PST130_P494070	201	52.8873	0	0
JGI_V11_PST130_P493585	1413	1242.65	2329	322.64
JGI_V11_PST130_P488392	516	345.849	86	42.8064
JGI_V11_PST130_P498851	870	699.672	0	0
JGI_V11_PST130_P492829	117	16.4325	0	0
JGI_V11_PST130_P493271	777	606.672	0	0
JGI_V11_PST130_P495613	774	603.672	0	0
JGI_V11_PST130_P493484	378	208.418	0	0
JGI_V11_PST130_P495946	4101	3930.65	20	0.875918
JGI_V11_PST130_P497574	2142	1971.65	0	0
JGI_V11_PST130_P491983	657	486.687	0	0
JGI_V11_PST130_P496195	267	103.176	0	0
JGI_V11_PST130_P504054	1005	834.648	3	0.61875
JGI_V11_PST130_P490755	2886	2715.65	117	7.41669
JGI_V11_PST130_P501765	1053	882.648	0	0
JGI_V11_PST130_P501061	633	462.717	27	10.0449
JGI_V11_PST130_P489801	1974	1803.65	9	0.85899
JGI_V11_PST130_P497974	1311	1140.65	24	3.62207
JGI_V11_PST130_P488004	204	54.9139	0	0
JGI_V11_PST130_P490864	735	564.672	1	0.304861
JGI_V11_PST130_P492191	372	202.515	16	13.6007
JGI_V11_PST130_P495805	450	279.965	0	0
JGI_V11_PST130_P488337	399	229.189	17	12.7689
JGI_V11_PST130_P490295	375	205.438	0	0
JGI_V11_PST130_P496430	1320	1149.65	0	0
JGI_V11_PST130_P495878	999	828.648	1	0.207743
JGI_V11_PST130_P499320	3465	3294.65	2	0.104501
JGI_V11_PST130_P496905	825	654.672	63	16.5659
JGI_V11_PST130_P492598	741	570.672	3	0.904966
JGI_V11_PST130_P497826	1191	1020.65	18	3.03595
JGI_V11_PST130_P497736	1356	1185.65	0	0
JGI_V11_PST130_P500991	933	762.648	12	2.70866
JGI_V11_PST130_P503923	459	288.929	1	0.595809
JGI_V11_PST130_P494286	510	339.86	0	0
JGI_V11_PST130_P490282	213	60.9468	1	2.82453
JGI_V11_PST130_P500155	321	152.783	3	3.38021
JGI_V11_PST130_P499954	180	40.2737	2	8.54882
JGI_V11_PST130_P487501	303	135.646	0	0
JGI_V11_PST130_P490087	708	537.672	0	0
JGI_V11_PST130_P493517	588	417.758	0	0
JGI_V11_PST130_P499482	1473	1302.65	0	0
JGI_V11_PST130_P501790	510	339.86	137	69.3934
JGI_V11_PST130_P490816	1440	1269.65	84	11.3892
JGI_V11_PST130_P495037	294	127.367	0	0
JGI_V11_PST130_P503937	666	495.672	5	1.73649
JGI_V11_PST130_P492483	975	804.648	10	2.1394
JGI_V11_PST130_P499995	252	90.4113	4	7.61614
JGI_V11_PST130_P501418	228	71.699	0	0
JGI_V11_PST130_P490694	273	108.441	0	0
JGI_V11_PST130_P503187	969	798.648	0	0
JGI_V11_PST130_P488425	1788	1617.65	104	11.0674
JGI_V11_PST130_P488577	1020	849.648	0	0
JGI_V11_PST130_P488373	831	660.672	0	0
JGI_V11_PST130_P493420	528	357.816	89	42.8181
JGI_V11_PST130_P501922	645	474.717	228	82.6794
JGI_V11_PST130_P488108	540	369.793	0	0
JGI_V11_PST130_P498955	1197	1026.65	76	12.7435
JGI_V11_PST130_P494961	324	155.671	0	0
JGI_V11_PST130_P503274	549	378.782	61	27.7229
JGI_V11_PST130_P493657	270	105.844	0	0
JGI_V11_PST130_P498071	2532	2361.65	4	0.29157
JGI_V11_PST130_P486917	567	396.758	0	0
JGI_V11_PST130_P491112	840	669.672	0	0
JGI_V11_PST130_P488279	639	468.717	0	0
JGI_V11_PST130_P491657	624	453.717	0	0
JGI_V11_PST130_P500174	1905	1734.65	39	3.87035
JGI_V11_PST130_P499216	744	573.672	3	0.900234
JGI_V11_PST130_P492935	492	321.88	2	1.06963
