target_id	length	eff_length	est_counts	tpm
JGI_V11_PST130_P500928	5346	5167.05	96	6.92049
JGI_V11_PST130_P503541	219	62.5549	41	244.135
JGI_V11_PST130_P498510	1161	982.051	5	1.89646
JGI_V11_PST130_P503165	1641	1462.05	126	32.1008
JGI_V11_PST130_P496996	447	269.038	0	0
JGI_V11_PST130_P502966	2937	2758.05	211	28.4963
JGI_V11_PST130_P498074	2010	1831.05	75	15.257
JGI_V11_PST130_P501125	3144	2965.05	39	4.89937
JGI_V11_PST130_P503365	279	108.785	0	0
JGI_V11_PST130_P488246	2262	2083.05	0	0
JGI_V11_PST130_P489680	447	269.038	991.515	1372.75
JGI_V11_PST130_P491731	702	523.114	1	0.712053
JGI_V11_PST130_P489797	1905	1726.05	74	15.9693
JGI_V11_PST130_P488272	1746	1567.05	101	24.0075
JGI_V11_PST130_P490013	300	127.312	50	146.288
JGI_V11_PST130_P491856	342	166.335	0	0
JGI_V11_PST130_P492558	207	54.6668	0	0
JGI_V11_PST130_P502991	510	331.671	3	3.36916
JGI_V11_PST130_P492967	462	283.959	0	0
JGI_V11_PST130_P488313	279	108.785	18	61.6328
JGI_V11_PST130_P491144	432	254.189	0	0
JGI_V11_PST130_P500947	804	625.051	2	1.19185
JGI_V11_PST130_P493370	399	221.636	145	243.689
JGI_V11_PST130_P499615	1506	1327.05	11	3.08754
JGI_V11_PST130_P503304	537	358.51	33	34.2864
JGI_V11_PST130_P494788	231	70.8184	0	0
JGI_V11_PST130_P504103	906	727.051	44	22.5422
JGI_V11_PST130_P495319	2436	2257.05	47	7.75648
JGI_V11_PST130_P497124	294	121.956	0	0
JGI_V11_PST130_P491965	375	198.144	0	0
JGI_V11_PST130_P488308	666	487.167	411	314.248
JGI_V11_PST130_P491674	2043	1864.05	20	3.9965
JGI_V11_PST130_P494706	576	397.336	0	0
JGI_V11_PST130_P488584	480	301.844	27	33.3188
JGI_V11_PST130_P493395	1491	1312.05	8	2.27116
JGI_V11_PST130_P490089	1782	1603.05	91	21.1447
JGI_V11_PST130_P500912	1266	1087.05	6	2.05594
JGI_V11_PST130_P502633	1185	1006.05	50	18.5122
JGI_V11_PST130_P500952	318	143.603	0	0
JGI_V11_PST130_P488977	648	469.201	5	3.96935
JGI_V11_PST130_P488868	2169	1990.05	8	1.49739
JGI_V11_PST130_P488493	210	56.5493	0	0
JGI_V11_PST130_P487031	843	664.051	1	0.560927
JGI_V11_PST130_P496079	1158	979.051	6	2.28273
JGI_V11_PST130_P491196	333	157.696	0	0
JGI_V11_PST130_P497923	675	496.15	0	0
JGI_V11_PST130_P488821	633	454.201	0	0
JGI_V11_PST130_P489426	870	691.051	24	12.9363
JGI_V11_PST130_P496630	747	568.094	2	1.31135
JGI_V11_PST130_P491775	861	682.051	39	21.2988
JGI_V11_PST130_P501425	2817	2638.05	14	1.97676
JGI_V11_PST130_P490238	474	295.865	0	0
JGI_V11_PST130_P490063	393	215.778	21	36.2511
JGI_V11_PST130_P503040	1023	844.051	44	19.4174
JGI_V11_PST130_P493931	288	116.598	0	0
JGI_V11_PST130_P501267	279	108.785	50	171.202
JGI_V11_PST130_P498821	1794	1615.05	0	0
JGI_V11_PST130_P490212	504	325.707	0	0
JGI_V11_PST130_P489902	1302	1123.05	0	0
JGI_V11_PST130_P496900	741	562.094	0	0
JGI_V11_PST130_P494460	1602	1423.05	0	0
JGI_V11_PST130_P487409	459	280.989	0	0
JGI_V11_PST130_P498777	384	206.939	2	3.59995
JGI_V11_PST130_P502392	1503	1324.05	1	0.281322
JGI_V11_PST130_P497532	306	132.739	0	0
JGI_V11_PST130_P487727	654	475.185	36	28.2194
JGI_V11_PST130_P488299	1011	832.051	0	0
JGI_V11_PST130_P491334	240	77.3511	0	0
JGI_V11_PST130_P497313	642	463.201	10	8.04152
JGI_V11_PST130_P489001	1788	1609.05	0	0
JGI_V11_PST130_P504390	1446	1267.05	0	0
JGI_V11_PST130_P500016	1002	823.051	51	23.0808
JGI_V11_PST130_P493008	1122	943.051	239	94.3997
JGI_V11_PST130_P494101	1206	1027.05	289	104.813
JGI_V11_PST130_P501742	1038	859.051	29	12.5744
JGI_V11_PST130_P496689	801	622.051	70	41.916
JGI_V11_PST130_P502088	1269	1090.05	79	26.9953
JGI_V11_PST130_P492731	681	502.132	95	70.4716
JGI_V11_PST130_P501567	762	583.073	88	56.217
JGI_V11_PST130_P504570	1290	1111.05	22	7.37559
JGI_V11_PST130_P487885	1113	934.051	7	2.79149
JGI_V11_PST130_P494206	534	355.535	0	0
JGI_V11_PST130_P501964	639	460.201	319	258.197
JGI_V11_PST130_P486792	2010	1831.05	0	0
JGI_V11_PST130_P489455	480	301.844	2	2.46806
JGI_V11_PST130_P494973	1035	856.051	0	0
JGI_V11_PST130_P493976	936	757.051	0	0
JGI_V11_PST130_P502017	276	106.193	0	0
JGI_V11_PST130_P500300	1596	1417.05	101	26.5487
JGI_V11_PST130_P494435	477	298.855	0	0
JGI_V11_PST130_P491202	369	192.27	3	5.81189
JGI_V11_PST130_P500412	1203	1024.05	11	4.0011
